,Unnamed: 0,Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
3066,3066,9,0,12,1.0,2.0,,,9.0,9.9,10.7,11.9,13.3,15.0,11.9,435.0,465.0,503.0,550.0,590.0,509.0,43.0,3105.0,,0.0
3067,3067,9,0,12,1.0,2.0,,,10.0,8.2,9.1,10.0,10.8,11.9,10.0,520.0,575.0,635.0,684.0,760.0,638.0,64.0,2086.0,,0.0
3068,3068,9,0,12,1.0,,,1.0,,8.9,10.3,12.0,15.0,18.2,11.7,365.0,430.0,516.0,625.0,780.0,561.0,48.0,3175.0,,0.0
3069,3069,9,0,12,1.0,2.0,,1.0,2.0,7.4,8.5,10.1,11.4,12.5,10.3,580.0,670.0,810.0,1025.0,1300.0,900.0,88.0,313.0,,0.0
3070,3070,9,0,12,1.0,2.0,,1.0,8.0,12.3,13.6,16.0,20.0,22.1,15.9,320.0,355.0,394.0,430.0,464.0,393.0,25.0,990.0,,0.0
3071,3071,9,0,12,1.0,2.0,,1.0,9.0,10.0,11.0,11.9,13.8,15.7,12.2,445.0,470.0,510.0,552.0,590.0,518.0,42.0,1171.0,,0.0
3072,3072,9,0,12,1.0,2.0,,1.0,10.0,8.5,9.2,10.2,11.1,12.6,10.3,520.0,576.0,630.0,680.0,758.0,645.0,62.0,701.0,,0.0
3073,3073,9,0,12,1.0,,,2.0,,8.3,9.6,11.0,13.3,16.1,10.8,380.0,450.0,540.0,662.0,807.0,590.0,55.0,5219.0,,0.0
3074,3074,9,0,12,1.0,2.0,,2.0,2.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,752.0,,
3075,3075,9,0,12,1.0,2.0,,2.0,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1148.0,,
3076,3076,9,0,12,1.0,2.0,,2.0,9.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1934.0,,
3077,3077,9,0,12,1.0,2.0,,2.0,10.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1385.0,,
3078,3078,9,0,12,1.0,,1.0,,,9.9,11.1,13.7,16.6,20.8,12.7,355.0,400.0,485.0,637.0,850.0,571.0,45.0,1052.0,,0.0
3079,3079,9,0,12,1.0,2.0,1.0,,2.0,6.9,9.4,11.2,11.8,16.5,11.0,781.0,850.0,1111.0,1475.0,1634.0,1186.0,108.0,136.0,,0.0
3080,3080,9,0,12,1.0,2.0,1.0,,8.0,13.0,15.0,16.7,20.5,22.4,16.7,320.0,370.0,400.0,440.0,475.0,398.0,24.0,399.0,,0.0
3081,3081,9,0,12,1.0,2.0,1.0,,9.0,10.2,11.1,12.8,14.9,16.4,12.7,420.0,450.0,512.0,564.0,630.0,520.0,41.0,358.0,,0.0
3082,3082,9,0,12,1.0,2.0,1.0,,10.0,7.4,10.1,10.8,12.1,15.4,10.9,510.0,637.0,660.0,715.0,885.0,687.0,63.0,159.0,,0.0
3083,3083,9,0,12,1.0,,1.0,1.0,,10.4,12.1,15.0,18.0,21.3,13.7,344.0,395.0,460.0,600.0,820.0,540.0,39.0,466.0,,0.0
3084,3084,9,0,12,1.0,,1.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,586.0,,
3085,3085,9,0,12,1.0,,2.0,,,8.0,8.8,10.2,11.9,15.6,10.2,370.0,466.0,550.0,650.0,780.0,588.0,57.0,1398.0,,0.0
3086,3086,9,0,12,1.0,2.0,2.0,,2.0,7.1,8.1,9.0,10.6,12.8,9.7,540.0,595.0,700.0,869.0,1170.0,788.0,82.0,360.0,,0.0
3087,3087,9,0,12,1.0,2.0,2.0,,8.0,11.9,13.8,15.9,19.0,21.3,15.9,320.0,330.0,360.0,404.0,450.0,371.0,23.0,205.0,,0.0
3088,3088,9,0,12,1.0,2.0,2.0,,9.0,9.6,10.2,11.1,12.0,13.9,11.2,410.0,450.0,493.0,541.0,570.0,492.0,44.0,363.0,,0.0
3089,3089,9,0,12,1.0,2.0,2.0,,10.0,8.0,8.6,9.4,10.3,11.3,9.5,490.0,525.0,580.0,640.0,710.0,592.0,62.0,470.0,,0.0
3090,3090,9,0,12,1.0,,2.0,1.0,,8.3,9.2,10.6,12.3,16.7,10.6,370.0,463.0,550.0,626.0,750.0,577.0,54.0,495.0,,0.0
3091,3091,9,0,12,1.0,,2.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,903.0,,
3092,3092,9,0,12,1.0,,3.0,,,8.1,9.1,10.9,13.8,16.4,10.5,375.0,430.0,503.0,650.0,798.0,562.0,53.0,1703.0,,0.0
3093,3093,9,0,12,1.0,2.0,3.0,,2.0,7.3,7.8,8.5,10.0,11.1,9.0,591.0,669.0,780.0,933.0,1200.0,838.0,94.0,232.0,,0.0
3094,3094,9,0,12,1.0,2.0,3.0,,8.0,11.8,13.4,15.6,17.3,18.9,14.9,334.0,362.0,394.0,430.0,455.0,396.0,27.0,629.0,,0.0
3095,3095,9,0,12,1.0,2.0,3.0,,9.0,9.1,10.1,11.2,12.5,15.0,11.3,440.0,466.0,494.0,537.0,580.0,501.0,45.0,610.0,,0.0
3096,3096,9,0,12,1.0,2.0,3.0,,10.0,7.8,8.3,9.5,10.4,11.5,9.5,510.0,550.0,607.0,680.0,703.0,608.0,64.0,232.0,,0.0
3097,3097,9,0,12,1.0,,3.0,1.0,,8.3,9.6,11.8,15.2,17.9,11.0,360.0,396.0,495.0,590.0,735.0,533.0,48.0,584.0,,0.0
3098,3098,9,0,12,1.0,,3.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1119.0,,
3099,3099,9,0,12,1.0,,4.0,,,9.5,10.6,12.1,14.6,17.9,11.8,371.0,442.0,525.0,625.0,810.0,567.0,48.0,1682.0,,0.0
3100,3100,9,0,12,1.0,2.0,4.0,,2.0,8.2,9.3,10.5,11.4,11.8,10.3,735.0,770.0,849.0,1025.0,1300.0,932.0,91.0,140.0,,0.0
3101,3101,9,0,12,1.0,2.0,4.0,,8.0,13.5,14.3,16.3,19.1,21.3,16.3,335.0,355.0,385.0,420.0,440.0,389.0,24.0,495.0,,0.0
3102,3102,9,0,12,1.0,2.0,4.0,,9.0,10.6,11.4,12.5,14.3,15.3,12.5,450.0,475.0,506.0,560.0,590.0,518.0,41.0,723.0,,0.0
3103,3103,9,0,12,1.0,2.0,4.0,,10.0,8.9,9.4,10.0,10.8,11.8,10.2,573.0,600.0,629.0,677.0,740.0,646.0,63.0,324.0,,0.0
3104,3104,9,0,12,1.0,,4.0,1.0,,9.7,10.8,12.1,14.8,17.9,12.1,382.0,450.0,525.0,617.0,779.0,560.0,46.0,568.0,,0.0
3105,3105,9,0,12,1.0,,4.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1114.0,,
3106,3106,9,0,12,1.0,,5.0,,,9.3,10.1,11.1,12.4,13.3,11.0,410.0,490.0,575.0,679.0,777.0,604.0,55.0,2559.0,,0.0
3107,3107,9,0,12,1.0,2.0,5.0,,2.0,8.4,9.0,9.9,11.4,12.4,10.5,700.0,740.0,838.0,981.0,1285.0,964.0,91.0,197.0,,0.0
3108,3108,9,0,12,1.0,2.0,5.0,,8.0,11.3,12.1,12.7,13.8,15.2,12.9,305.0,359.0,397.0,433.0,460.0,391.0,30.0,410.0,,0.0
3109,3109,9,0,12,1.0,2.0,5.0,,9.0,10.2,11.0,11.9,12.5,13.3,11.6,443.0,483.0,515.0,540.0,566.0,511.0,44.0,1051.0,,0.0
3110,3110,9,0,12,1.0,2.0,5.0,,10.0,9.1,9.7,10.3,10.9,11.8,10.4,605.0,630.0,658.0,708.0,777.0,676.0,65.0,901.0,,0.0
3111,3111,9,0,12,1.0,,5.0,1.0,,9.7,10.5,11.6,12.7,13.5,11.4,395.0,475.0,549.0,663.0,808.0,595.0,52.0,1062.0,,0.0
3112,3112,9,0,12,1.0,,5.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1497.0,,
3113,3113,9,0,12,1.0,4.0,,,,8.9,10.1,11.0,15.4,16.8,11.5,713.0,850.0,1005.0,1295.0,1500.0,1082.0,94.0,179.0,,0.0
3114,3114,9,0,12,1.0,5.0,,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,,0.0
3115,3115,9,0,12,1.0,5.0,,,3.0,8.5,9.8,10.5,11.4,16.5,11.1,880.0,980.0,1150.0,1342.0,1556.0,1200.0,108.0,152.0,,0.0
3116,3116,9,0,12,1.0,4.0,,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,46.0,,0.0
3117,3117,9,0,12,1.0,5.0,,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,7.0,,0.0
3118,3118,9,0,12,1.0,5.0,,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,39.0,,0.0
3119,3119,9,0,12,1.0,4.0,,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,133.0,,
3120,3120,9,0,12,1.0,5.0,,2.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,20.0,,0.0
3121,3121,9,0,12,1.0,5.0,,2.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,113.0,,
3122,3122,9,0,12,1.0,4.0,1.0,,,6.9,11.0,15.4,16.6,16.8,12.8,713.0,820.0,995.0,1111.0,1500.0,1046.0,82.0,50.0,,0.0
3123,3123,9,0,12,1.0,5.0,1.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,10.0,,0.0
3124,3124,9,0,12,1.0,5.0,1.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,40.0,,0.0
3125,3125,9,0,12,1.0,4.0,1.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,16.0,,0.0
3126,3126,9,0,12,1.0,4.0,1.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,34.0,,0.0
3127,3127,9,0,12,1.0,4.0,2.0,,,9.5,9.9,11.1,13.7,18.2,12.0,654.0,847.0,1050.0,1323.0,1700.0,1097.0,92.0,66.0,,0.0
3128,3128,9,0,12,1.0,5.0,2.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,,0.0
3129,3129,9,0,12,1.0,5.0,2.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,54.0,,
3130,3130,9,0,12,1.0,4.0,2.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,,0.0
3131,3131,9,0,12,1.0,4.0,2.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,51.0,,
3132,3132,9,0,12,1.0,4.0,3.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,,0.0
3133,3133,9,0,12,1.0,5.0,3.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,4.0,,0.0
3134,3134,9,0,12,1.0,5.0,3.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,,0.0
3135,3135,9,0,12,1.0,4.0,3.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,,0.0
3136,3136,9,0,12,1.0,4.0,3.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,24.0,,0.0
3137,3137,9,0,12,1.0,4.0,4.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,21.0,,0.0
3138,3138,9,0,12,1.0,5.0,4.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,21.0,,0.0
3139,3139,9,0,12,1.0,4.0,4.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5.0,,0.0
3140,3140,9,0,12,1.0,4.0,4.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,16.0,,0.0
3141,3141,9,0,12,1.0,4.0,5.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,,0.0
3142,3142,9,0,12,1.0,5.0,5.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1.0,,0.0
3143,3143,9,0,12,1.0,5.0,5.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,11.0,,0.0
3144,3144,9,0,12,1.0,4.0,5.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,4.0,,0.0
3145,3145,9,0,12,1.0,4.0,5.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,8.0,,0.0
3146,3146,9,0,12,1.0,6.0,,,,8.6,9.9,11.4,13.9,17.1,11.1,372.0,440.0,520.0,631.0,750.0,556.0,50.0,8215.0,,0.0
3147,3147,9,0,12,1.0,7.0,,,4.0,12.4,13.7,15.7,18.6,21.3,15.6,323.0,355.0,391.0,430.0,460.0,392.0,25.0,2138.0,,0.0
3148,3148,9,0,12,1.0,7.0,,,5.0,9.9,10.7,11.9,13.3,15.0,11.8,435.0,465.0,503.0,548.0,590.0,507.0,43.0,3099.0,,0.0
3149,3149,9,0,12,1.0,7.0,,,6.0,8.2,9.0,9.9,10.8,11.8,9.9,520.0,574.0,630.0,680.0,748.0,632.0,64.0,2065.0,,0.0
3150,3150,9,0,12,1.0,7.0,,,7.0,7.2,8.1,9.1,10.7,12.0,9.5,567.0,652.0,752.0,888.0,1162.0,824.0,87.0,913.0,,0.0
3151,3151,9,0,12,1.0,6.0,,1.0,,8.9,10.3,11.9,14.9,18.4,11.7,362.0,430.0,510.0,612.0,714.0,542.0,46.0,3129.0,,0.0
3152,3152,9,0,12,1.0,7.0,,1.0,4.0,12.3,13.6,16.0,20.0,22.1,15.9,320.0,355.0,394.0,430.0,464.0,393.0,25.0,990.0,,0.0
3153,3153,9,0,12,1.0,7.0,,1.0,5.0,10.0,10.9,11.9,13.7,15.3,12.1,445.0,470.0,510.0,550.0,590.0,513.0,42.0,1170.0,,0.0
3154,3154,9,0,12,1.0,7.0,,1.0,6.0,8.5,9.2,10.1,10.9,12.1,10.2,520.0,570.0,627.0,675.0,727.0,633.0,62.0,695.0,,0.0
3155,3155,9,0,12,1.0,7.0,,1.0,7.0,7.4,8.4,10.1,11.0,12.2,10.0,566.0,650.0,760.0,904.0,1200.0,833.0,83.0,274.0,,0.0
3156,3156,9,0,12,1.0,6.0,,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5086.0,,
3157,3157,9,0,12,1.0,7.0,,2.0,4.0,12.4,13.7,15.4,17.9,20.1,15.2,325.0,352.0,390.0,430.0,455.0,390.0,26.0,1148.0,,0.0
3158,3158,9,0,12,1.0,7.0,,2.0,5.0,9.8,10.6,11.7,13.0,14.5,11.6,425.0,463.0,500.0,543.0,582.0,502.0,43.0,1929.0,,0.0
3159,3159,9,0,12,1.0,7.0,,2.0,6.0,8.2,9.0,9.9,10.6,11.6,9.8,514.0,574.0,635.0,682.0,756.0,632.0,64.0,1370.0,,0.0
3160,3160,9,0,12,1.0,7.0,,2.0,7.0,7.0,7.9,8.9,10.3,11.7,9.3,570.0,658.0,750.0,888.0,1162.0,820.0,88.0,639.0,,0.0
3161,3161,9,0,12,1.0,6.0,1.0,,,10.1,11.3,13.6,16.6,20.8,12.6,352.0,400.0,470.0,580.0,707.0,529.0,42.0,1002.0,,0.0
3162,3162,9,0,12,1.0,7.0,1.0,,4.0,13.0,15.0,16.7,20.5,22.4,16.7,320.0,370.0,400.0,440.0,475.0,398.0,24.0,399.0,,0.0
3163,3163,9,0,12,1.0,7.0,1.0,,5.0,10.1,10.9,12.7,14.6,16.1,12.5,410.0,450.0,506.0,550.0,600.0,507.0,41.0,355.0,,0.0
3164,3164,9,0,12,1.0,7.0,1.0,,6.0,7.4,9.8,10.6,12.0,12.6,10.3,509.0,610.0,660.0,700.0,777.0,657.0,64.0,152.0,,0.0
3165,3165,9,0,12,1.0,7.0,1.0,,7.0,7.5,9.2,11.2,11.7,12.2,10.5,674.0,812.0,970.0,1400.0,1706.0,1110.0,106.0,96.0,,0.0
3166,3166,9,0,12,1.0,6.0,1.0,1.0,,10.3,12.1,14.8,18.1,21.3,13.6,340.0,390.0,450.0,556.0,664.0,508.0,37.0,450.0,,0.0
3167,3167,9,0,12,1.0,6.0,1.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,552.0,,
3168,3168,9,0,12,1.0,6.0,2.0,,,8.0,8.8,10.2,11.8,15.4,10.1,370.0,465.0,545.0,621.0,740.0,563.0,56.0,1332.0,,0.0
3169,3169,9,0,12,1.0,7.0,2.0,,4.0,11.9,13.8,15.9,19.0,21.3,15.9,320.0,330.0,360.0,404.0,450.0,371.0,23.0,205.0,,0.0
3170,3170,9,0,12,1.0,7.0,2.0,,5.0,9.6,10.2,11.1,12.0,13.9,11.2,410.0,450.0,493.0,542.0,570.0,492.0,44.0,361.0,,0.0
3171,3171,9,0,12,1.0,7.0,2.0,,6.0,8.0,8.6,9.4,10.2,11.1,9.4,490.0,525.0,575.0,627.0,703.0,587.0,62.0,460.0,,0.0
3172,3172,9,0,12,1.0,7.0,2.0,,7.0,7.0,7.9,8.6,10.5,12.2,9.2,530.0,580.0,670.0,780.0,935.0,721.0,78.0,306.0,,0.0
3173,3173,9,0,12,1.0,6.0,2.0,1.0,,8.3,9.2,10.6,12.2,16.7,10.5,365.0,460.0,550.0,620.0,710.0,558.0,53.0,480.0,,0.0
3174,3174,9,0,12,1.0,6.0,2.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,852.0,,
3175,3175,9,0,12,1.0,6.0,3.0,,,8.1,9.1,11.1,14.0,16.4,10.6,375.0,430.0,496.0,618.0,740.0,537.0,51.0,1673.0,,0.0
3176,3176,9,0,12,1.0,7.0,3.0,,4.0,11.8,13.4,15.6,17.3,18.9,14.9,334.0,362.0,394.0,430.0,455.0,396.0,27.0,629.0,,0.0
3177,3177,9,0,12,1.0,7.0,3.0,,5.0,9.1,10.1,11.1,12.5,14.8,11.2,440.0,465.0,494.0,535.0,580.0,500.0,45.0,609.0,,0.0
3178,3178,9,0,12,1.0,7.0,3.0,,6.0,7.8,8.3,9.5,10.4,11.4,9.4,510.0,550.0,600.0,680.0,700.0,607.0,64.0,229.0,,0.0
3179,3179,9,0,12,1.0,7.0,3.0,,7.0,7.2,7.6,8.4,9.6,11.1,8.7,590.0,650.0,741.0,802.0,997.0,768.0,88.0,206.0,,0.0
3180,3180,9,0,12,1.0,6.0,3.0,1.0,,8.3,10.0,11.8,15.5,17.9,11.2,360.0,396.0,485.0,590.0,700.0,514.0,46.0,578.0,,0.0
3181,3181,9,0,12,1.0,6.0,3.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1095.0,,
3182,3182,9,0,12,1.0,6.0,4.0,,,9.5,10.6,12.3,14.7,18.0,11.9,368.0,440.0,519.0,617.0,745.0,550.0,46.0,1661.0,,0.0
3183,3183,9,0,12,1.0,7.0,4.0,,4.0,13.5,14.3,16.3,19.1,21.3,16.3,335.0,355.0,385.0,420.0,440.0,389.0,24.0,495.0,,0.0
3184,3184,9,0,12,1.0,7.0,4.0,,5.0,10.6,11.4,12.5,14.3,15.3,12.5,450.0,475.0,506.0,560.0,590.0,518.0,41.0,723.0,,0.0
3185,3185,9,0,12,1.0,7.0,4.0,,6.0,8.9,9.4,10.0,10.8,11.8,10.2,573.0,600.0,629.0,677.0,740.0,646.0,63.0,324.0,,0.0
3186,3186,9,0,12,1.0,7.0,4.0,,7.0,6.9,8.8,10.1,11.2,12.3,10.0,718.0,745.0,810.0,943.0,1315.0,889.0,89.0,119.0,,0.0
3187,3187,9,0,12,1.0,6.0,4.0,1.0,,9.7,10.8,12.4,14.9,17.9,12.1,380.0,445.0,521.0,602.0,698.0,541.0,45.0,563.0,,0.0
3188,3188,9,0,12,1.0,6.0,4.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1098.0,,
3189,3189,9,0,12,1.0,6.0,5.0,,,9.3,10.1,11.1,12.4,13.3,11.0,410.0,490.0,572.0,677.0,777.0,599.0,55.0,2547.0,,0.0
3190,3190,9,0,12,1.0,7.0,5.0,,4.0,11.3,12.1,12.7,13.8,15.2,12.9,305.0,359.0,397.0,433.0,460.0,391.0,30.0,410.0,,0.0
3191,3191,9,0,12,1.0,7.0,5.0,,5.0,10.2,11.0,11.9,12.5,13.3,11.6,443.0,483.0,515.0,540.0,566.0,511.0,44.0,1051.0,,0.0
3192,3192,9,0,12,1.0,7.0,5.0,,6.0,9.1,9.7,10.3,10.9,11.8,10.4,605.0,630.0,658.0,708.0,777.0,676.0,65.0,900.0,,0.0
3193,3193,9,0,12,1.0,7.0,5.0,,7.0,8.4,8.9,9.8,11.0,12.1,10.4,700.0,734.0,824.0,970.0,1172.0,939.0,90.0,186.0,,0.0
3194,3194,9,0,12,1.0,6.0,5.0,1.0,,9.7,10.5,11.6,12.7,13.5,11.4,395.0,475.0,546.0,662.0,805.0,590.0,52.0,1058.0,,0.0
3195,3195,9,0,12,1.0,6.0,5.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1489.0,,
3196,3196,9,0,12,2.0,,,,,7.1,8.2,9.3,10.5,12.2,8.9,411.0,480.0,581.0,750.0,934.0,639.0,72.0,3751.0,19416.0,0.0
3197,3197,9,0,12,2.0,1.0,,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,,0.0
3198,3198,9,0,12,2.0,2.0,,,2.0,6.3,7.3,8.3,9.1,10.0,8.1,640.0,704.0,850.0,955.0,1200.0,868.0,107.0,755.0,6388.0,0.0
3199,3199,9,0,12,2.0,1.0,,,3.0,6.2,7.1,8.2,9.1,10.1,8.0,668.0,757.0,870.0,990.0,1215.0,914.0,114.0,452.0,4760.0,0.0
3200,3200,9,0,12,2.0,3.0,,,4.0,10.8,11.9,13.6,15.2,17.0,13.3,317.0,340.0,370.0,406.0,420.0,370.0,28.0,209.0,1197.0,0.0
3201,3201,9,0,12,2.0,3.0,,,5.0,9.0,9.8,10.6,11.6,12.6,10.6,390.0,430.0,466.0,500.0,530.0,464.0,44.0,1376.0,5313.0,0.0
3202,3202,9,0,12,2.0,3.0,,,6.0,8.0,8.5,9.2,9.9,10.3,9.1,500.0,544.0,580.0,620.0,660.0,579.0,63.0,1381.0,5337.0,0.0
3203,3203,9,0,12,2.0,3.0,,,7.0,6.6,7.7,8.4,9.1,9.5,8.3,590.0,620.0,707.0,780.0,880.0,713.0,86.0,303.0,1628.0,0.0
3204,3204,9,0,12,2.0,2.0,,,8.0,10.8,12.0,13.3,15.0,16.6,13.3,317.0,340.0,370.0,406.0,420.0,371.0,28.0,211.0,1229.0,0.0
3205,3205,9,0,12,2.0,2.0,,,9.0,9.0,9.8,10.6,11.7,12.7,10.6,390.0,430.0,467.0,502.0,530.0,465.0,44.0,1380.0,5609.0,0.0
3206,3206,9,0,12,2.0,2.0,,,10.0,7.7,8.5,9.1,9.8,10.3,9.0,500.0,540.0,580.0,623.0,664.0,579.0,64.0,1405.0,6190.0,0.0
3207,3207,9,0,12,2.0,,,1.0,,7.3,8.5,9.6,11.1,12.7,9.2,410.0,470.0,576.0,750.0,950.0,639.0,70.0,1424.0,,0.0
3208,3208,9,0,12,2.0,2.0,,1.0,2.0,6.7,7.4,8.5,9.1,10.1,8.3,660.0,720.0,850.0,970.0,1200.0,884.0,106.0,256.0,,0.0
3209,3209,9,0,12,2.0,2.0,,1.0,8.0,11.3,11.9,14.2,15.3,17.0,13.5,320.0,340.0,375.0,410.0,420.0,372.0,27.0,95.0,,0.0
3210,3210,9,0,12,2.0,2.0,,1.0,9.0,9.5,10.0,10.9,11.9,13.2,11.0,405.0,445.0,473.0,505.0,520.0,472.0,43.0,532.0,,0.0
3211,3211,9,0,12,2.0,2.0,,1.0,10.0,7.9,8.6,9.2,10.0,10.6,9.2,480.0,535.0,575.0,620.0,650.0,575.0,63.0,541.0,,0.0
3212,3212,9,0,12,2.0,,,2.0,,7.0,8.1,9.1,10.2,11.8,8.7,415.0,480.0,587.0,740.0,931.0,639.0,73.0,2327.0,,0.0
3213,3213,9,0,12,2.0,2.0,,2.0,2.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,499.0,,
3214,3214,9,0,12,2.0,2.0,,2.0,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,116.0,,
3215,3215,9,0,12,2.0,2.0,,2.0,9.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,848.0,,
3216,3216,9,0,12,2.0,2.0,,2.0,10.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,864.0,,
3217,3217,9,0,12,2.0,,1.0,,,6.5,7.3,8.5,10.3,12.3,8.2,410.0,460.0,543.0,640.0,720.0,559.0,68.0,136.0,,0.0
3218,3218,9,0,12,2.0,2.0,1.0,,2.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,39.0,,0.0
3219,3219,9,0,12,2.0,2.0,1.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,20.0,,0.0
