,Unnamed: 0,Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
1985,1985,5,0,8,1.0,,4.0,2.0,,7.8,9.1,10.2,11.3,12.7,9.9,370.0,500.0,600.0,810.0,920.0,639.0,65.0,628.0,,0.0
1986,1986,5,0,8,1.0,,5.0,,,8.3,9.5,10.7,12.0,13.3,10.1,404.0,480.0,568.0,693.0,814.0,590.0,58.0,1300.0,25234.0,0.0
1987,1987,5,0,8,1.0,2.0,5.0,,2.0,6.5,7.5,9.0,10.1,10.6,8.5,684.0,783.0,847.0,863.0,977.0,837.0,98.0,105.0,5474.0,0.0
1988,1988,5,0,8,1.0,2.0,5.0,,8.0,8.8,10.6,13.2,15.0,15.0,12.2,315.0,350.0,380.0,405.0,410.0,377.0,31.0,111.0,3275.0,0.0
1989,1989,5,0,8,1.0,2.0,5.0,,9.0,9.8,10.8,11.6,12.2,13.3,11.5,426.0,470.0,520.0,547.0,600.0,506.0,44.0,627.0,8717.0,0.0
1990,1990,5,0,8,1.0,2.0,5.0,,10.0,7.5,9.4,10.1,10.9,11.8,9.8,529.0,606.0,651.0,714.0,750.0,651.0,67.0,457.0,7768.0,0.0
1991,1991,5,0,8,1.0,,5.0,1.0,,8.9,9.9,10.9,12.0,13.3,10.6,439.0,505.0,600.0,700.0,820.0,606.0,57.0,369.0,,0.0
1992,1992,5,0,8,1.0,,5.0,2.0,,7.5,9.4,10.6,11.9,13.2,9.9,403.0,453.0,555.0,690.0,811.0,582.0,59.0,931.0,,0.0
1993,1993,5,0,8,1.0,4.0,,,,7.3,8.6,9.6,10.8,12.8,9.3,500.0,650.0,817.0,916.0,1018.0,793.0,85.0,335.0,2954.0,0.0
1994,1994,5,0,8,1.0,5.0,,,1.0,7.3,8.8,9.9,12.8,14.3,9.9,405.0,500.0,650.0,750.0,800.0,626.0,63.0,116.0,1177.0,0.0
1995,1995,5,0,8,1.0,5.0,,,3.0,7.2,8.6,9.5,10.2,11.0,9.1,606.0,831.0,880.0,950.0,1113.0,903.0,100.0,219.0,1777.0,0.0
1996,1996,5,0,8,1.0,4.0,,1.0,,9.0,9.5,10.0,12.7,13.5,10.3,565.0,750.0,830.0,867.0,1075.0,824.0,80.0,75.0,,0.0
1997,1997,5,0,8,1.0,5.0,,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,34.0,,0.0
1998,1998,5,0,8,1.0,5.0,,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,,0.0
1999,1999,5,0,8,1.0,4.0,,2.0,,6.5,8.4,9.5,10.6,11.6,9.1,500.0,606.0,814.0,920.0,1010.0,784.0,87.0,260.0,,0.0
2000,2000,5,0,8,1.0,5.0,,2.0,1.0,6.4,7.6,9.5,11.6,15.0,9.4,405.0,493.0,635.0,700.0,799.0,601.0,64.0,82.0,,0.0
2001,2001,5,0,8,1.0,5.0,,2.0,3.0,6.5,8.4,9.4,10.2,11.0,8.9,600.0,814.0,901.0,950.0,1100.0,893.0,100.0,178.0,,0.0
2002,2002,5,0,8,1.0,4.0,1.0,,,7.3,7.6,9.3,10.7,13.3,9.0,513.0,613.0,800.0,850.0,957.0,757.0,84.0,101.0,,0.0
2003,2003,5,0,8,1.0,5.0,1.0,,1.0,7.3,8.3,9.8,13.3,13.7,10.1,500.0,513.0,650.0,800.0,807.0,655.0,65.0,58.0,,0.0
2004,2004,5,0,8,1.0,5.0,1.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,,0.0
2005,2005,5,0,8,1.0,4.0,1.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,,0.0
2006,2006,5,0,8,1.0,4.0,1.0,2.0,,7.2,7.6,8.9,9.8,11.3,8.4,513.0,600.0,707.0,880.0,1089.0,759.0,91.0,74.0,,0.0
2007,2007,5,0,8,1.0,4.0,2.0,,,5.7,6.4,9.3,11.6,11.6,8.7,400.0,450.0,500.0,900.0,1017.0,672.0,78.0,51.0,,0.0
2008,2008,5,0,8,1.0,5.0,2.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,13.0,,0.0
2009,2009,5,0,8,1.0,5.0,2.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,,0.0
2010,2010,5,0,8,1.0,4.0,2.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,8.0,,0.0
2011,2011,5,0,8,1.0,4.0,2.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,,0.0
2012,2012,5,0,8,1.0,4.0,3.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,48.0,,0.0
2013,2013,5,0,8,1.0,5.0,3.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,,0.0
2014,2014,5,0,8,1.0,5.0,3.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,39.0,,0.0
2015,2015,5,0,8,1.0,4.0,3.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,,0.0
2016,2016,5,0,8,1.0,4.0,3.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,39.0,,0.0
2017,2017,5,0,8,1.0,4.0,4.0,,,8.4,8.6,10.2,10.8,11.3,9.9,600.0,797.0,901.0,920.0,964.0,839.0,85.0,71.0,,0.0
2018,2018,5,0,8,1.0,5.0,4.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,14.0,,0.0
2019,2019,5,0,8,1.0,5.0,4.0,,3.0,8.4,9.2,10.2,10.8,11.3,9.9,600.0,810.0,916.0,950.0,991.0,868.0,87.0,57.0,,0.0
2020,2020,5,0,8,1.0,4.0,4.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,10.0,,0.0
2021,2021,5,0,8,1.0,4.0,4.0,2.0,,8.4,8.6,10.2,10.8,11.3,9.9,600.0,712.0,897.0,920.0,950.0,834.0,85.0,61.0,,0.0
2022,2022,5,0,8,1.0,4.0,5.0,,,6.5,9.1,9.9,11.0,15.0,9.3,405.0,700.0,783.0,847.0,907.0,754.0,81.0,64.0,2954.0,0.0
2023,2023,5,0,8,1.0,5.0,5.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,22.0,,0.0
2024,2024,5,0,8,1.0,5.0,5.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,42.0,,0.0
2025,2025,5,0,8,1.0,4.0,5.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,21.0,,0.0
2026,2026,5,0,8,1.0,4.0,5.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,,0.0
2027,2027,5,0,8,1.0,6.0,,,,7.2,8.6,10.0,11.3,12.9,9.4,350.0,414.0,506.0,610.0,700.0,523.0,56.0,6004.0,22280.0,0.0
2028,2028,5,0,8,1.0,7.0,,,4.0,9.2,10.8,12.6,14.8,17.0,12.3,281.0,315.0,350.0,380.0,414.0,349.0,28.0,890.0,3198.0,0.0
2029,2029,5,0,8,1.0,7.0,,,5.0,8.5,9.7,10.9,11.8,12.9,10.5,371.0,409.0,460.0,518.0,550.0,463.0,44.0,2511.0,8357.0,0.0
2030,2030,5,0,8,1.0,7.0,,,6.0,7.2,8.3,9.4,10.3,11.2,9.1,460.0,519.0,600.0,650.0,700.0,585.0,64.0,1869.0,7028.0,0.0
2031,2031,5,0,8,1.0,7.0,,,7.0,5.8,6.8,7.8,9.0,9.9,7.8,497.0,566.0,690.0,780.0,900.0,694.0,89.0,734.0,3698.0,0.0
2032,2032,5,0,8,1.0,6.0,,1.0,,7.5,8.9,10.2,11.8,13.4,9.7,355.0,420.0,510.0,610.0,700.0,523.0,54.0,1644.0,,0.0
2033,2033,5,0,8,1.0,7.0,,1.0,4.0,9.4,11.8,13.0,15.4,17.0,12.6,300.0,320.0,355.0,380.0,414.0,351.0,28.0,282.0,,0.0
2034,2034,5,0,8,1.0,7.0,,1.0,5.0,8.7,9.8,10.9,11.9,13.3,10.6,380.0,420.0,470.0,520.0,550.0,470.0,44.0,712.0,,0.0
2035,2035,5,0,8,1.0,7.0,,1.0,6.0,7.2,8.3,9.3,10.4,11.6,9.2,480.0,520.0,600.0,650.0,700.0,593.0,65.0,497.0,,0.0
2036,2036,5,0,8,1.0,7.0,,1.0,7.0,6.8,7.4,8.4,9.1,10.2,8.2,530.0,613.0,754.0,870.0,920.0,749.0,91.0,153.0,,0.0
2037,2037,5,0,8,1.0,6.0,,2.0,,6.9,8.4,9.8,11.2,12.7,9.3,350.0,411.0,505.0,610.0,703.0,524.0,57.0,4360.0,,0.0
2038,2038,5,0,8,1.0,7.0,,2.0,4.0,8.9,10.6,12.4,14.0,17.2,12.2,274.0,310.0,350.0,383.0,414.0,348.0,29.0,608.0,,0.0
2039,2039,5,0,8,1.0,7.0,,2.0,5.0,8.5,9.6,10.8,11.7,12.7,10.5,368.0,401.0,455.0,511.0,553.0,459.0,44.0,1799.0,,0.0
2040,2040,5,0,8,1.0,7.0,,2.0,6.0,7.2,8.3,9.5,10.2,10.9,9.1,450.0,514.0,596.0,650.0,700.0,581.0,64.0,1372.0,,0.0
2041,2041,5,0,8,1.0,7.0,,2.0,7.0,5.6,6.7,7.8,9.0,9.8,7.6,480.0,560.0,670.0,741.0,900.0,679.0,89.0,581.0,,0.0
2042,2042,5,0,8,1.0,6.0,1.0,,,7.3,8.5,9.8,11.1,12.7,9.2,337.0,395.0,463.0,599.0,690.0,497.0,54.0,2258.0,,0.0
2043,2043,5,0,8,1.0,7.0,1.0,,4.0,9.0,10.0,12.0,13.8,15.8,11.5,266.0,300.0,343.0,370.0,425.0,339.0,29.0,380.0,,0.0
2044,2044,5,0,8,1.0,7.0,1.0,,5.0,8.1,9.3,10.4,11.3,12.9,10.1,353.0,391.0,425.0,480.0,540.0,437.0,43.0,965.0,,0.0
2045,2045,5,0,8,1.0,7.0,1.0,,6.0,7.3,8.3,9.2,10.2,11.0,9.0,435.0,500.0,575.0,627.0,680.0,565.0,63.0,658.0,,0.0
2046,2046,5,0,8,1.0,7.0,1.0,,7.0,5.6,6.8,7.7,9.1,9.5,7.6,530.0,610.0,700.0,780.0,950.0,714.0,94.0,255.0,,0.0
2047,2047,5,0,8,1.0,6.0,1.0,1.0,,7.3,8.5,10.0,11.1,12.9,9.4,350.0,400.0,460.0,570.0,650.0,492.0,52.0,656.0,,0.0
2048,2048,5,0,8,1.0,6.0,1.0,2.0,,7.2,8.5,9.8,11.1,12.6,9.2,336.0,390.0,465.0,600.0,700.0,500.0,55.0,1602.0,,0.0
2049,2049,5,0,8,1.0,6.0,2.0,,,6.6,7.9,9.1,10.5,12.0,8.8,380.0,460.0,526.0,610.0,685.0,540.0,61.0,877.0,,0.0
2050,2050,5,0,8,1.0,7.0,2.0,,4.0,10.1,11.7,16.0,17.6,18.8,13.8,335.0,335.0,365.0,395.0,414.0,371.0,27.0,68.0,,0.0
2051,2051,5,0,8,1.0,7.0,2.0,,5.0,8.2,9.3,10.6,11.8,15.0,10.4,363.0,410.0,462.0,500.0,545.0,459.0,44.0,205.0,,0.0
2052,2052,5,0,8,1.0,7.0,2.0,,6.0,7.2,8.4,9.2,10.0,10.7,9.0,468.0,501.0,540.0,610.0,650.0,554.0,62.0,375.0,,0.0
2053,2053,5,0,8,1.0,7.0,2.0,,7.0,5.9,6.6,7.7,8.8,9.6,7.6,475.0,530.0,600.0,685.0,910.0,628.0,83.0,229.0,,0.0
2054,2054,5,0,8,1.0,6.0,2.0,1.0,,7.3,8.5,9.1,10.6,12.0,9.2,385.0,480.0,520.0,610.0,685.0,544.0,59.0,207.0,,0.0
2055,2055,5,0,8,1.0,6.0,2.0,2.0,,6.4,7.6,9.1,10.4,12.2,8.7,375.0,460.0,527.0,611.0,685.0,538.0,62.0,670.0,,0.0
2056,2056,5,0,8,1.0,6.0,3.0,,,6.9,8.3,9.9,11.5,13.9,9.3,336.0,400.0,480.0,600.0,708.0,510.0,55.0,845.0,,0.0
2057,2057,5,0,8,1.0,7.0,3.0,,4.0,10.9,12.2,13.7,15.4,16.8,13.3,297.0,315.0,338.0,380.0,410.0,348.0,26.0,222.0,,0.0
2058,2058,5,0,8,1.0,7.0,3.0,,5.0,8.8,9.3,10.6,11.4,12.6,10.4,380.0,401.0,460.0,502.0,526.0,457.0,44.0,315.0,,0.0
2059,2059,5,0,8,1.0,7.0,3.0,,6.0,6.8,7.6,8.6,9.8,10.4,8.6,465.0,520.0,610.0,654.0,720.0,599.0,69.0,183.0,,0.0
2060,2060,5,0,8,1.0,7.0,3.0,,7.0,5.6,6.9,7.5,8.5,9.2,7.6,450.0,518.0,683.0,810.0,900.0,679.0,90.0,125.0,,0.0
2061,2061,5,0,8,1.0,6.0,3.0,1.0,,7.6,8.8,11.0,12.6,14.4,9.9,320.0,380.0,460.0,610.0,750.0,501.0,51.0,212.0,,0.0
2062,2062,5,0,8,1.0,6.0,3.0,2.0,,6.9,7.9,9.6,10.9,13.2,9.0,349.0,410.0,485.0,600.0,701.0,515.0,57.0,633.0,,0.0
2063,2063,5,0,8,1.0,6.0,4.0,,,7.8,9.4,10.6,11.9,12.7,10.0,359.0,450.0,530.0,668.0,765.0,561.0,56.0,788.0,,0.0
2064,2064,5,0,8,1.0,7.0,4.0,,4.0,10.9,11.9,12.3,14.5,16.9,12.7,300.0,305.0,337.0,370.0,400.0,343.0,27.0,110.0,,0.0
2065,2065,5,0,8,1.0,7.0,4.0,,5.0,9.1,10.3,11.1,11.8,12.7,10.9,421.0,461.0,505.0,539.0,570.0,498.0,46.0,400.0,,0.0
2066,2066,5,0,8,1.0,7.0,4.0,,6.0,6.3,9.0,9.9,10.6,12.0,9.4,461.0,580.0,636.0,690.0,757.0,627.0,66.0,216.0,,0.0
2067,2067,5,0,8,1.0,7.0,4.0,,7.0,7.8,7.8,8.6,10.2,10.2,8.7,701.0,740.0,761.0,870.0,954.0,825.0,95.0,62.0,,0.0
2068,2068,5,0,8,1.0,6.0,4.0,1.0,,8.7,9.8,10.6,11.9,12.0,10.3,370.0,450.0,540.0,618.0,870.0,570.0,56.0,221.0,,0.0
2069,2069,5,0,8,1.0,6.0,4.0,2.0,,7.8,9.2,10.6,11.9,12.7,9.9,348.0,453.0,521.0,690.0,740.0,557.0,56.0,567.0,,0.0
2070,2070,5,0,8,1.0,6.0,5.0,,,8.7,9.6,10.9,12.0,13.2,10.4,399.0,471.0,547.0,645.0,719.0,557.0,54.0,1236.0,22280.0,0.0
2071,2071,5,0,8,1.0,7.0,5.0,,4.0,8.8,10.0,12.3,13.2,14.1,11.6,311.0,343.0,353.0,410.0,421.0,369.0,32.0,110.0,3198.0,0.0
2072,2072,5,0,8,1.0,7.0,5.0,,5.0,9.8,10.8,11.6,12.2,13.3,11.5,426.0,469.0,520.0,547.0,600.0,506.0,44.0,626.0,8357.0,0.0
2073,2073,5,0,8,1.0,7.0,5.0,,6.0,7.5,9.2,10.1,10.9,11.8,9.7,512.0,600.0,650.0,700.0,730.0,638.0,66.0,437.0,7028.0,0.0
2074,2074,5,0,8,1.0,7.0,5.0,,7.0,6.0,8.2,8.9,9.8,11.1,8.8,600.0,656.0,764.0,837.0,935.0,771.0,88.0,63.0,3698.0,0.0
2075,2075,5,0,8,1.0,6.0,5.0,1.0,,8.8,10.1,11.2,12.2,13.3,10.7,425.0,480.0,555.0,650.0,730.0,569.0,53.0,348.0,,0.0
2076,2076,5,0,8,1.0,6.0,5.0,2.0,,8.3,9.4,10.8,11.9,12.6,10.2,380.0,452.0,543.0,630.0,715.0,551.0,54.0,888.0,,0.0
2077,2077,5,0,8,2.0,,,,,6.7,7.9,8.9,10.2,11.7,8.7,440.0,520.0,670.0,850.0,920.0,680.0,79.0,880.0,9601.0,0.0
2078,2078,5,0,8,2.0,1.0,,,1.0,6.5,7.9,8.7,10.5,11.4,8.6,470.0,525.0,600.0,670.0,710.0,602.0,70.0,110.0,1695.0,0.0
2079,2079,5,0,8,2.0,2.0,,,2.0,6.4,7.7,8.5,9.9,10.5,8.4,620.0,747.0,850.0,900.0,958.0,832.0,100.0,377.0,4514.0,0.0
2080,2080,5,0,8,2.0,1.0,,,3.0,7.3,7.8,8.9,10.0,10.5,8.6,680.0,790.0,865.0,915.0,967.0,858.0,99.0,268.0,3721.0,0.0
2081,2081,5,0,8,2.0,3.0,,,4.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,37.0,,0.0
2082,2082,5,0,8,2.0,3.0,,,5.0,8.0,8.7,9.8,12.4,13.8,10.0,383.0,430.0,460.0,500.0,548.0,469.0,47.0,157.0,1437.0,0.0
2083,2083,5,0,8,2.0,3.0,,,6.0,7.1,8.0,8.9,9.9,11.3,8.9,500.0,520.0,606.0,660.0,680.0,588.0,66.0,199.0,1656.0,0.0
2084,2084,5,0,8,2.0,3.0,,,7.0,5.0,6.3,7.3,8.5,9.5,7.2,500.0,570.0,715.0,800.0,871.0,713.0,100.0,109.0,794.0,0.0
2085,2085,5,0,8,2.0,2.0,,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,,0.0
2086,2086,5,0,8,2.0,2.0,,,9.0,8.0,8.7,10.0,12.4,13.1,10.0,383.0,440.0,482.0,520.0,570.0,481.0,48.0,172.0,1779.0,0.0
2087,2087,5,0,8,2.0,2.0,,,10.0,6.7,7.8,8.6,9.9,11.0,8.6,490.0,525.0,600.0,670.0,709.0,604.0,71.0,293.0,2958.0,0.0
2088,2088,5,0,8,2.0,,,1.0,,7.4,8.1,9.4,10.5,11.8,8.9,440.0,525.0,650.0,850.0,900.0,674.0,75.0,217.0,,0.0
2089,2089,5,0,8,2.0,2.0,,1.0,2.0,7.4,7.7,8.9,9.7,10.5,8.8,680.0,740.0,850.0,900.0,950.0,835.0,95.0,93.0,,0.0
2090,2090,5,0,8,2.0,2.0,,1.0,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,,0.0
2091,2091,5,0,8,2.0,2.0,,1.0,9.0,8.2,8.7,9.4,10.6,12.1,9.6,430.0,450.0,490.0,529.0,570.0,501.0,52.0,50.0,,0.0
2092,2092,5,0,8,2.0,2.0,,1.0,10.0,4.6,7.9,8.9,10.3,11.3,8.5,525.0,600.0,650.0,670.0,771.0,652.0,77.0,62.0,,0.0
2093,2093,5,0,8,2.0,,,2.0,,6.7,7.8,8.7,10.1,11.6,8.6,435.0,520.0,670.0,847.0,930.0,683.0,80.0,663.0,,0.0
2094,2094,5,0,8,2.0,2.0,,2.0,2.0,6.4,7.8,8.4,9.9,10.4,8.2,620.0,780.0,850.0,905.0,961.0,831.0,101.0,284.0,,0.0
2095,2095,5,0,8,2.0,2.0,,2.0,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,,0.0
2096,2096,5,0,8,2.0,2.0,,2.0,9.0,8.0,8.7,10.7,12.4,13.2,10.4,383.0,430.0,460.0,506.0,535.0,465.0,45.0,122.0,,0.0
2097,2097,5,0,8,2.0,2.0,,2.0,10.0,6.7,7.6,8.5,9.8,10.8,8.6,480.0,514.0,600.0,658.0,699.0,589.0,68.0,231.0,,0.0
2098,2098,5,0,8,2.0,,1.0,,,6.3,7.4,8.5,9.8,11.3,8.2,420.0,480.0,550.0,680.0,830.0,594.0,72.0,190.0,,0.0
2099,2099,5,0,8,2.0,2.0,1.0,,2.0,5.0,6.3,7.6,8.5,9.8,7.3,470.0,675.0,750.0,850.0,950.0,749.0,103.0,58.0,,0.0
2100,2100,5,0,8,2.0,2.0,1.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,,0.0
2101,2101,5,0,8,2.0,2.0,1.0,,9.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,44.0,,0.0
2102,2102,5,0,8,2.0,2.0,1.0,,10.0,6.7,7.5,8.5,9.9,11.3,8.5,470.0,500.0,540.0,645.0,684.0,575.0,67.0,79.0,,0.0
2103,2103,5,0,8,2.0,,1.0,1.0,,7.4,8.2,9.2,9.9,11.4,8.9,440.0,470.0,550.0,715.0,850.0,597.0,67.0,53.0,,0.0
2104,2104,5,0,8,2.0,,1.0,2.0,,6.0,7.1,8.4,9.8,10.6,7.9,420.0,490.0,540.0,680.0,813.0,592.0,75.0,137.0,,0.0
2105,2105,5,0,8,2.0,,2.0,,,7.1,7.8,8.5,9.8,10.9,8.7,360.0,500.0,620.0,815.0,900.0,646.0,74.0,65.0,,0.0
2106,2106,5,0,8,2.0,2.0,2.0,,2.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,29.0,,0.0
2107,2107,5,0,8,2.0,2.0,2.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,,0.0
2108,2108,5,0,8,2.0,2.0,2.0,,9.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,8.0,,0.0
2109,2109,5,0,8,2.0,2.0,2.0,,10.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,25.0,,0.0
2110,2110,5,0,8,2.0,,2.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,,0.0
2111,2111,5,0,8,2.0,,2.0,2.0,,7.1,7.7,8.2,9.5,9.8,8.4,360.0,450.0,526.0,815.0,1100.0,634.0,76.0,50.0,,0.0
2112,2112,5,0,8,2.0,,3.0,,,4.6,7.4,8.9,10.4,14.3,8.3,430.0,550.0,670.0,816.0,958.0,691.0,83.0,127.0,,0.0
2113,2113,5,0,8,2.0,2.0,3.0,,2.0,6.2,7.4,8.4,9.3,10.5,8.0,560.0,740.0,800.0,930.0,1000.0,821.0,103.0,78.0,,0.0
2114,2114,5,0,8,2.0,2.0,3.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5.0,,0.0
2115,2115,5,0,8,2.0,2.0,3.0,,9.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,,0.0
2116,2116,5,0,8,2.0,2.0,3.0,,10.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,32.0,,0.0
2117,2117,5,0,8,2.0,,3.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,28.0,,0.0
2118,2118,5,0,8,2.0,,3.0,2.0,,7.4,8.2,9.2,11.1,17.1,8.8,360.0,550.0,700.0,834.0,958.0,692.0,79.0,99.0,,0.0
2119,2119,5,0,8,2.0,,4.0,,,7.6,7.9,9.1,10.1,11.4,8.8,460.0,600.0,736.0,870.0,924.0,730.0,83.0,191.0,,0.0
2120,2120,5,0,8,2.0,2.0,4.0,,2.0,7.8,7.9,9.1,10.0,10.3,8.8,699.0,780.0,868.0,890.0,934.0,845.0,96.0,104.0,,0.0
2121,2121,5,0,8,2.0,2.0,4.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,,0.0
2122,2122,5,0,8,2.0,2.0,4.0,,9.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,,0.0
2123,2123,5,0,8,2.0,2.0,4.0,,10.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,,0.0
2124,2124,5,0,8,2.0,,4.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,42.0,,0.0
2125,2125,5,0,8,2.0,,4.0,2.0,,7.2,7.8,9.2,10.1,12.4,8.7,460.0,581.0,700.0,863.0,925.0,712.0,82.0,149.0,,0.0
2126,2126,5,0,8,2.0,,5.0,,,7.6,8.2,9.6,10.6,12.2,9.1,477.0,573.0,756.0,900.0,950.0,733.0,81.0,307.0,9601.0,0.0
2127,2127,5,0,8,2.0,2.0,5.0,,2.0,6.6,8.2,8.7,9.9,10.6,8.7,715.0,800.0,877.0,915.0,950.0,863.0,100.0,108.0,4514.0,0.0
2128,2128,5,0,8,2.0,2.0,5.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,,0.0
2129,2129,5,0,8,2.0,2.0,5.0,,9.0,10.4,10.5,11.0,13.0,13.0,11.4,463.0,508.0,520.0,525.0,529.0,510.0,45.0,65.0,1779.0,0.0
2130,2130,5,0,8,2.0,2.0,5.0,,10.0,8.5,8.9,9.3,10.4,11.4,9.4,589.0,631.0,658.0,670.0,727.0,651.0,69.0,119.0,2958.0,0.0
2131,2131,5,0,8,2.0,,5.0,1.0,,8.9,8.9,9.7,10.8,14.3,9.7,400.0,525.0,670.0,850.0,950.0,681.0,70.0,79.0,,0.0
2132,2132,5,0,8,2.0,,5.0,2.0,,7.3,8.2,9.1,10.6,11.6,8.9,517.0,640.0,780.0,900.0,938.0,756.0,85.0,228.0,,0.0
2133,2133,5,0,8,2.0,4.0,,,,7.1,7.9,8.8,10.1,10.7,8.6,540.0,650.0,804.0,900.0,950.0,777.0,90.0,378.0,5416.0,0.0
2134,2134,5,0,8,2.0,5.0,,,1.0,6.5,7.9,8.7,10.5,11.4,8.6,470.0,525.0,600.0,670.0,710.0,602.0,70.0,110.0,1695.0,0.0
2135,2135,5,0,8,2.0,5.0,,,3.0,7.3,7.8,8.9,10.0,10.5,8.6,680.0,790.0,865.0,915.0,967.0,858.0,99.0,268.0,3721.0,0.0
2136,2136,5,0,8,2.0,4.0,,1.0,,7.4,7.9,9.7,10.5,11.4,9.0,525.0,600.0,790.0,890.0,950.0,762.0,85.0,94.0,,0.0
2137,2137,5,0,8,2.0,5.0,,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,,0.0
