Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production,,,,,,
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 2P;10,5;11,2;11,8;13,6;14,9;12,2;450;492;506;551;580;519;43;297;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 2P;10,5;11,2;11,8;13,6;14,9;12,2;450;492;506;551;580;519;43;297;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 3P;8,5;8,9;9,8;10,8;11,6;9,9;590;611;650;695;720;663;67;180;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 3P;8,5;8,9;9,8;10,8;11,6;9,9;590;611;650;695;720;663;67;180;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;37;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;37;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;;8,9;9,8;11,3;13,2;16,1;11,0;392;477;580;743;932;634;58;1819;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;;8,9;9,8;11,3;13,2;16,1;11,0;392;477;580;743;932;634;58;1819;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Maison 4P+;8,4;9,0;10,1;11,0;12,2;10,0;790;890;972;1113;1329;1012;101;105;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Maison 4P+;8,4;9,0;10,1;11,0;12,2;10,0;790;890;972;1113;1329;1012;101;105;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 1P;12,1;13,2;15,0;18,1;19,4;14,9;327;365;396;440;480;402;27;354;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 1P;12,1;13,2;15,0;18,1;19,4;14,9;327;365;396;440;480;402;27;354;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 2P;9,5;10,6;11,7;13,1;14,3;11,6;450;490;529;560;598;526;45;732;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 2P;9,5;10,6;11,7;13,1;14,3;11,6;450;490;529;560;598;526;45;732;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 3P;8,7;9,2;10,0;11,0;11,8;10,3;590;620;674;740;813;697;67;518;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 3P;8,7;9,2;10,0;11,0;11,8;10,3;590;620;674;740;813;697;67;518;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 4P+;7,7;9,1;10,5;11,4;11,7;10,2;680;800;851;914;970;875;86;88;;Estimation directe
B4400;2020;Agglomération de Nantes;;;4. Entre 1991-2005;2. 1 an et plus;Appart 4P+;7,7;9,1;10,5;11,4;11,7;10,2;680;800;851;914;970;875;86;88;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;;9,4;10,2;11,1;12,2;13,2;10,9;428;492;565;678;835;610;56;9188;22488;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;;9,4;10,2;11,1;12,2;13,2;10,9;428;492;565;678;835;610;56;9188;22488;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 4P+;8,4;8,8;9,8;10,3;11,4;9,7;736;790;874;1015;1285;942;97;477;3390;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 4P+;8,4;8,8;9,8;10,3;11,4;9,7;736;790;874;1015;1285;942;97;477;3390;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 1P;11,1;11,8;12,6;13,8;15,8;12,8;318;350;392;419;450;388;30;1176;2665;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 1P;11,1;11,8;12,6;13,8;15,8;12,8;318;350;392;419;450;388;30;1176;2665;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 2P;10,4;11,1;11,7;12,5;13,4;11,9;455;481;508;540;578;518;44;4450;9413;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 2P;10,4;11,1;11,7;12,5;13,4;11,9;455;481;508;540;578;518;44;4450;9413;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 3P;9,3;9,8;10,4;10,9;11,7;10,4;591;620;655;691;742;661;63;3085;7020;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;;Ensemble 3P;9,3;9,8;10,4;10,9;11,7;10,4;591;620;655;691;742;661;63;3085;7020;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;;9,7;10,3;11,2;12,3;13,4;11,1;413;487;558;670;850;616;55;3610;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;;9,7;10,3;11,2;12,3;13,4;11,1;413;487;558;670;850;616;55;3610;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Maison 4P+;8,7;9,5;10,0;10,3;11,3;10,0;780;888;980;1100;1300;1075;107;53;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Maison 4P+;8,7;9,5;10,0;10,3;11,3;10,0;780;888;980;1100;1300;1075;107;53;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 1P;11,1;11,7;12,5;13,5;15,9;12,7;315;351;389;416;444;385;30;493;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 1P;11,1;11,7;12,5;13,5;15,9;12,7;315;351;389;416;444;385;30;493;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 2P;10,5;11,2;11,8;12,5;13,6;12,0;455;480;505;540;580;522;44;1749;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 2P;10,5;11,2;11,8;12,5;13,6;12,0;455;480;505;540;580;522;44;1749;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 3P;9,6;10,0;10,5;11,0;11,5;10,6;595;620;650;689;738;660;62;1208;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 3P;9,6;10,0;10,5;11,0;11,5;10,6;595;620;650;689;738;660;62;1208;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 4P+;8,8;9,4;10,0;12,4;13,2;10,8;718;765;842;1200;1200;952;88;88;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;1. Moins de 1 an;Appart 4P+;8,8;9,4;10,0;12,4;13,2;10,8;718;765;842;1200;1200;952;88;88;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;;9,2;10,0;11,0;12,1;13,1;10,7;437;495;568;680;830;606;57;5578;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;;9,2;10,0;11,0;12,1;13,1;10,7;437;495;568;680;830;606;57;5578;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Maison 4P+;7,9;8,5;9,2;10,2;10,7;9,2;755;845;934;1015;1300;938;102;120;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Maison 4P+;7,9;8,5;9,2;10,2;10,7;9,2;755;845;934;1015;1300;938;102;120;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 1P;11,0;12,1;12,7;14,0;15,7;12,8;320;349;394;422;454;390;30;682;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 1P;11,0;12,1;12,7;14,0;15,7;12,8;320;349;394;422;454;390;30;682;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 2P;10,4;11,0;11,7;12,4;13,3;11,7;452;481;507;538;578;514;44;2688;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 2P;10,4;11,0;11,7;12,4;13,3;11,7;452;481;507;538;578;514;44;2688;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 3P;9,2;9,7;10,3;10,9;11,7;10,3;590;619;655;690;730;658;64;1837;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 3P;9,2;9,7;10,3;10,9;11,7;10,3;590;619;655;690;730;658;64;1837;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 4P+;8,1;9,0;9,7;10,5;11,3;9,7;708;768;800;873;987;842;87;216;;Estimation directe
B4400;2020;Agglomération de Nantes;;;5. Après 2005;2. 1 an et plus;Appart 4P+;8,1;9,0;9,7;10,5;11,3;9,7;708;768;800;873;987;842;87;216;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;;;7,7;8,7;9,9;11,2;13,0;9,7;530;647;834;1000;1250;852;88;751;11940;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;;;7,7;8,7;9,9;11,2;13,0;9,7;530;647;834;1000;1250;852;88;751;11940;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;;;7,7;8,7;9,9;11,2;13,0;9,7;530;647;834;1000;1250;852;88;751;11940;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;;Maison 1-3P;7,9;9,2;10,6;12,7;14,2;10,3;438;530;590;680;792;602;58;210;3999;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;;Maison 4P+;7,3;8,6;9,8;10,5;11,8;9,5;700;820;935;1100;1300;981;103;541;7942;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;1. Moins de 1 an;;8,6;9,5;10,2;11,4;13,4;10,2;550;685;888;1130;1300;926;90;183;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;49;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;;1. Moins de 1 an;Maison 4P+;8,6;9,5;10,2;10,9;12,1;10,0;780;865;990;1200;1400;1056;105;134;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;2. 1 an et plus;;7,3;8,4;9,6;11,0;12,7;9,5;530;610;812;943;1174;818;86;568;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;2. 1 an et plus;Maison 1-3P;7,8;9,1;10,3;12,3;13,9;10,1;455;530;590;680;800;609;61;161;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;;2. 1 an et plus;Maison 4P+;7,0;8,3;9,3;10,3;11,8;9,3;653;800;900;1074;1297;941;102;407;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;1. Avant 1946;;;7,1;8,1;9,6;11,8;13,4;9,4;438;534;650;900;1100;733;78;152;1756;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;1. Avant 1946;;Maison 1-3P;7,6;8,5;10,7;12,7;15,0;10,2;391;455;587;650;814;575;56;75;840;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;1. Avant 1946;;Maison 4P+;5,6;7,5;8,8;10,5;11,8;8,9;580;700;900;1050;1420;931;104;77;916;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;32;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;1. Avant 1946;2. 1 an et plus;;7,0;7,9;9,1;11,6;13,2;9,1;438;500;620;820;1040;693;76;120;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;2. Entre 1946-1970;;;7,9;9,3;9,9;12,0;13,3;10,2;530;678;800;1000;1200;864;85;98;2256;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;2. Entre 1946-1970;;Maison 4P+;7,3;8,7;9,7;10,9;12,8;10,0;750;850;970;1100;1300;1020;102;63;1312;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;21;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;2. Entre 1946-1970;2. 1 an et plus;;8,5;9,3;9,7;11,4;12,8;10,2;530;653;770;890;1100;840;83;77;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;3. Entre 1971-1990;;;6,7;8,3;9,3;10,3;12,9;9,0;547;650;834;920;1161;829;92;106;2782;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;3. Entre 1971-1990;;Maison 4P+;6,5;7,7;8,6;10,2;10,8;8,7;610;780;879;935;1186;889;102;87;1909;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;3. Entre 1971-1990;2. 1 an et plus;;6,7;7,7;9,3;10,4;12,9;9,0;547;647;830;920;1150;819;91;89;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;4. Entre 1991-2005;;;8,7;9,4;10,2;11,1;12,2;10,1;580;790;945;1160;1350;954;94;168;2486;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;27;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;4. Entre 1991-2005;;Maison 4P+;8,8;9,5;10,2;11,0;12,2;10,2;791;890;1000;1174;1350;1035;101;141;1752;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;41;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;;Maison;4. Entre 1991-2005;2. 1 an et plus;;8,1;9,1;10,0;11,7;12,2;9,9;540;700;900;1080;1305;915;93;127;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;5. Après 2005;;;8,4;8,8;9,9;10,6;12,2;9,7;600;745;870;1015;1285;910;93;227;2661;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;5. Après 2005;;Maison 1-3P;9,6;9,9;10,8;13,4;13,4;11,0;550;550;660;690;763;647;59;54;608;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;5. Après 2005;;Maison 4P+;8,1;8,7;9,6;10,2;11,3;9,5;755;845;940;1080;1300;989;104;173;2053;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;5. Après 2005;1. Moins de 1 an;;8,7;9,6;10,1;11,3;13,4;10,2;550;680;920;1095;1300;969;95;72;;Estimation directe
B4400;2020;Agglomération de Nantes;;Maison;5. Après 2005;2. 1 an et plus;;8,0;8,6;9,5;10,4;12,0;9,4;650;750;855;950;1100;874;93;155;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;;8,8;9,9;11,2;12,9;15,5;11,0;388;452;530;650;760;568;52;15066;69307;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;;8,8;9,9;11,2;12,9;15,5;11,0;388;452;530;650;760;568;52;15066;69307;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;;8,8;9,9;11,2;12,9;15,5;11,0;388;452;530;650;760;568;52;15066;69307;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;Appart 1P;11,1;12,4;14,3;17,2;19,2;14,2;321;350;395;430;467;392;28;2560;13613;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;Appart 2P;9,6;10,7;11,6;12,9;14,5;11,6;440;470;504;547;600;513;44;6812;28828;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;Appart 3P;8,5;9,3;10,1;11,0;12,1;10,2;547;600;650;700;787;662;65;4748;18865;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;;Appart 4P+;7,4;8,5;9,4;10,3;11,5;9,4;630;700;782;914;1200;850;90;946;8002;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;1. Moins de 1 an;;9,4;10,4;11,6;13,6;17,0;11,5;378;453;530;645;760;568;49;5476;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;1. Moins de 1 an;Appart 1P;11,3;12,5;15,0;17,9;20,0;14,8;323;350;395;427;470;393;27;1027;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;1. Moins de 1 an;Appart 2P;10,2;11,0;11,8;13,0;14,9;12,0;450;477;510;550;610;523;44;2457;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;1. Moins de 1 an;Appart 3P;8,9;9,7;10,6;11,5;13,2;10,7;583;612;655;720;819;682;64;1721;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;1. Moins de 1 an;Appart 4P+;8,0;8,8;9,5;10,4;12,0;9,8;645;703;810;1030;1200;893;91;271;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;2. 1 an et plus;;8,6;9,6;11,0;12,5;14,8;10,7;392;451;530;650;759;568;53;9590;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;2. 1 an et plus;Appart 1P;10,6;12,3;14,0;16,7;18,5;13,9;320;350;394;430;466;392;28;1533;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;2. 1 an et plus;Appart 2P;9,2;10,5;11,5;12,7;14,2;11,4;435;461;501;542;590;507;45;4355;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;2. 1 an et plus;Appart 3P;8,3;9,0;10,0;10,8;11,7;9,9;516;590;646;699;764;650;66;3027;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;;2. 1 an et plus;Appart 4P+;7,2;8,3;9,3;10,3;11,4;9,3;605;690;771;900;1151;832;90;675;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;;;8,9;10,0;11,8;14,5;17,4;11,2;360;420;500;620;870;563;50;1187;7582;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;;Appart 1P;10,6;12,8;15,8;17,6;19,2;14,8;326;350;385;425;485;394;27;341;1913;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;;Appart 2P;9,3;10,7;11,9;14,0;16,0;11,9;416;450;500;545;610;508;43;487;3126;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;;Appart 3P;8,0;9,0;10,5;11,8;12,7;10,2;500;570;656;780;960;686;67;234;1441;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;;Appart 4P+;6,4;8,2;9,6;10,6;11,5;9,2;590;700;900;1089;1500;961;105;125;1102;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;1. Moins de 1 an;;9,8;11,3;12,8;15,9;17,6;12,6;350;418;500;610;900;556;44;436;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;1. Avant 1946;2. 1 an et plus;;8,2;9,4;11,0;13,9;16,5;10,5;369;425;500;620;850;567;54;751;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;;;8,0;8,9;10,1;12,0;13,9;10,0;400;450;540;650;771;576;57;1340;10384;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;;Appart 1P;10,4;11,3;13,0;15,7;16,7;12,8;300;340;380;416;449;372;29;207;1620;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;;Appart 2P;8,5;9,8;10,8;12,4;13,6;10,7;415;445;475;524;596;487;46;410;3787;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;;Appart 3P;7,9;8,7;9,6;10,9;13,2;9,9;494;521;604;665;771;612;62;461;3097;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;;Appart 4P+;6,8;8,2;9,1;9,6;10,8;9,1;595;640;718;840;1124;783;86;262;1880;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;8,6;9,4;10,6;12,9;14,8;10,5;395;455;596;698;830;612;58;414;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,9;8,7;10,0;11,3;13,6;9,8;400;450;520;635;744;558;57;926;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;;;8,1;8,9;10,7;13,0;15,2;10,4;388;450;534;648;750;560;54;1178;15349;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;;Appart 1P;10,6;12,4;14,5;16,8;20,0;14,3;325;352;410;430;463;397;28;289;3580;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;;Appart 2P;8,8;10,0;11,0;12,5;14,3;11,0;445;460;500;555;610;512;47;449;5707;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;;Appart 3P;7,5;8,4;9,5;10,4;12,0;9,6;538;564;630;724;900;667;69;310;3729;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;;Appart 4P+;7,8;8,1;8,7;9,4;10,3;8,9;630;660;700;764;940;753;85;130;2333;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,3;10,2;11,7;14,3;15,7;11,3;380;450;539;639;750;564;50;380;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;7,9;8,8;10,1;12,0;14,6;10,0;395;450;530;650;730;558;56;798;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;;;9,0;10,3;11,6;13,8;17,3;11,5;375;450;540;650;780;566;49;2400;16165;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;;Appart 1P;12,2;13,2;16,3;18,5;20,5;15,4;326;360;392;440;480;398;26;548;3847;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;;Appart 2P;9,8;10,8;11,7;13,3;14,7;11,8;450;491;520;560;595;523;44;1029;6932;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;;Appart 3P;8,7;9,1;10,0;11,0;11,6;10,2;590;614;668;720;782;686;67;698;4036;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;;Appart 4P+;8,7;9,1;10,3;11,3;11,7;10,1;700;785;850;925;1100;877;87;125;1350;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;9,3;10,4;11,7;14,7;18,5;11,6;365;450;520;635;720;550;47;708;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;9,0;10,1;11,5;13,5;16,8;11,4;380;451;548;661;813;575;51;1692;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;;;9,6;10,3;11,2;12,2;13,2;11,1;417;483;547;651;730;573;52;8961;19826;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;;Appart 1P;11,1;11,8;12,6;13,7;15,8;12,8;318;350;392;419;450;388;30;1175;2652;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;;Appart 2P;10,4;11,1;11,7;12,4;13,4;11,8;453;480;506;539;580;517;44;4437;9276;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;;Appart 3P;9,3;9,8;10,4;10,9;11,7;10,4;590;620;652;690;730;659;63;3045;6561;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;;Appart 4P+;8,7;9,0;9,8;10,7;12,6;10,0;709;767;810;915;1199;877;87;304;1337;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;1. Moins de 1 an;;9,8;10,5;11,3;12,4;13,4;11,3;403;480;545;650;728;574;51;3538;;Estimation directe
B4400;2020;Agglomération de Nantes;;Appartement;5. Après 2005;2. 1 an et plus;;9,5;10,2;11,2;12,2;13,2;11,0;426;487;547;655;730;573;52;5423;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;;8,9;10,0;11,5;13,3;16,2;11,1;381;450;530;667;850;588;53;10622;55628;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;;8,9;10,0;11,5;13,3;16,2;11,1;381;450;530;667;850;588;53;10622;55628;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;49;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;49;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 4P+;7,6;8,7;9,6;10,9;12,0;9,8;647;726;866;1100;1391;936;96;800;7940;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 4P+;7,6;8,7;9,6;10,9;12,0;9,8;647;726;866;1100;1391;936;96;800;7940;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Maison 4P+;8,1;9,2;10,4;11,8;13,0;10,3;700;909;1100;1260;1450;1098;107;132;2120;Estimation directe
