,Observatory,Data_year,agglomeration,Type_habitat,epoque_construction_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,methodologie_production
1958,B3000,2020,Agglomération de Nîmes,,Avant 1946,,7.3,8.4,9.8,11.1,12.9,9.2,342.0,400.0,490.0,610.0,720.0,521.0,57.0,2359.0,Estimation directe
1959,B3000,2020,Agglomération de Nîmes,Ensemble,Avant 1946,Ensemble 4P+,5.6,6.9,7.8,9.2,10.0,7.7,550.0,610.0,711.0,850.0,1003.0,756.0,98.0,298.0,Estimation directe
1960,B3000,2020,Agglomération de Nîmes,Ensemble,Avant 1946,Ensemble 1P,9.0,10.0,12.0,13.8,15.8,11.5,266.0,300.0,343.0,370.0,425.0,338.0,29.0,382.0,Estimation directe
1961,B3000,2020,Agglomération de Nîmes,Ensemble,Avant 1946,Ensemble 2P,8.1,9.3,10.4,11.3,12.9,10.1,353.0,391.0,430.0,485.0,540.0,439.0,43.0,981.0,Estimation directe
1962,B3000,2020,Agglomération de Nîmes,Ensemble,Avant 1946,Ensemble 3P,7.3,8.2,9.3,10.4,11.2,9.1,444.0,513.0,586.0,650.0,700.0,582.0,64.0,698.0,Estimation directe
1963,B3000,2020,Agglomération de Nîmes,,Avant 1946,,7.3,8.7,10.0,11.3,13.3,9.6,350.0,400.0,490.0,600.0,700.0,513.0,54.0,683.0,Estimation directe
1964,B3000,2020,Agglomération de Nîmes,,Avant 1946,,7.2,8.4,9.6,11.0,12.6,9.0,340.0,400.0,493.0,620.0,723.0,525.0,58.0,1676.0,Estimation directe
1965,B3000,2020,Agglomération de Nîmes,,Entre 1946-1970,,6.4,7.8,9.1,10.5,12.0,8.8,385.0,460.0,525.0,620.0,710.0,549.0,62.0,928.0,Estimation directe
1966,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1946-1970,Ensemble 4P+,6.0,6.7,7.8,8.9,10.0,7.8,475.0,537.0,606.0,760.0,920.0,659.0,85.0,267.0,Estimation directe
1967,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1946-1970,Ensemble 1P,10.1,11.7,16.0,17.6,18.8,13.8,335.0,335.0,365.0,395.0,414.0,371.0,27.0,68.0,Estimation directe
1968,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1946-1970,Ensemble 2P,8.3,9.3,10.9,11.7,14.2,10.5,375.0,410.0,470.0,500.0,545.0,463.0,44.0,206.0,Estimation directe
1969,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1946-1970,Ensemble 3P,6.4,8.1,9.1,10.0,10.7,8.8,450.0,500.0,536.0,610.0,650.0,550.0,62.0,387.0,Estimation directe
1970,B3000,2020,Agglomération de Nîmes,,Entre 1946-1970,,7.3,8.5,9.2,10.5,12.0,9.3,385.0,480.0,526.0,610.0,700.0,551.0,60.0,215.0,Estimation directe
1971,B3000,2020,Agglomération de Nîmes,,Entre 1946-1970,,6.3,7.6,9.1,10.4,11.9,8.7,390.0,452.0,525.0,620.0,710.0,548.0,63.0,713.0,Estimation directe
1972,B3000,2020,Agglomération de Nîmes,,Entre 1971-1990,,7.0,8.5,9.9,11.4,13.7,9.3,345.0,410.0,500.0,640.0,850.0,549.0,59.0,893.0,Estimation directe
1973,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1971-1990,Ensemble 4P+,6.0,6.9,8.2,9.2,10.0,8.1,480.0,600.0,779.0,900.0,1100.0,775.0,95.0,164.0,Estimation directe
1974,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1971-1990,Ensemble 1P,10.9,12.2,13.7,15.4,16.8,13.3,297.0,315.0,338.0,380.0,410.0,348.0,26.0,222.0,Estimation directe
1975,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1971-1990,Ensemble 2P,8.8,9.3,10.6,11.4,12.6,10.4,380.0,401.0,460.0,503.0,529.0,458.0,44.0,317.0,Estimation directe
1976,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1971-1990,Ensemble 3P,6.8,7.6,8.8,9.9,10.6,8.7,476.0,520.0,621.0,695.0,750.0,612.0,70.0,190.0,Estimation directe
1977,B3000,2020,Agglomération de Nîmes,,Entre 1971-1990,,7.6,9.1,10.6,12.6,14.3,9.8,320.0,380.0,480.0,636.0,823.0,536.0,54.0,221.0,Estimation directe
1978,B3000,2020,Agglomération de Nîmes,,Entre 1971-1990,,6.9,8.2,9.6,10.9,12.9,9.1,356.0,420.0,503.0,654.0,863.0,555.0,61.0,672.0,Estimation directe
1979,B3000,2020,Agglomération de Nîmes,,Entre 1991-2005,,8.1,9.3,10.3,11.3,12.6,10.0,370.0,493.0,581.0,765.0,920.0,625.0,63.0,859.0,Estimation directe
1980,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1991-2005,Ensemble 4P+,7.8,8.4,9.7,10.2,11.3,9.4,615.0,740.0,870.0,920.0,982.0,851.0,90.0,119.0,Estimation directe
1981,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1991-2005,Ensemble 1P,10.9,11.9,12.3,14.5,16.9,12.7,300.0,305.0,337.0,370.0,400.0,343.0,27.0,110.0,Estimation directe
1982,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1991-2005,Ensemble 2P,9.1,10.2,11.1,11.8,12.7,10.9,421.0,463.0,505.0,540.0,570.0,500.0,46.0,402.0,Estimation directe
1983,B3000,2020,Agglomération de Nîmes,Ensemble,Entre 1991-2005,Ensemble 3P,7.6,8.8,9.7,10.5,12.0,9.4,506.0,578.0,635.0,690.0,765.0,631.0,67.0,228.0,Estimation directe
1984,B3000,2020,Agglomération de Nîmes,,Entre 1991-2005,,8.7,9.7,10.6,11.8,12.0,10.2,370.0,450.0,550.0,651.0,870.0,588.0,57.0,231.0,Estimation directe
1985,B3000,2020,Agglomération de Nîmes,,Entre 1991-2005,,7.8,9.1,10.2,11.3,12.7,9.9,370.0,500.0,600.0,810.0,920.0,639.0,65.0,628.0,Estimation directe
1986,B3000,2020,Agglomération de Nîmes,,Après 2005,,8.3,9.5,10.7,12.0,13.3,10.1,404.0,480.0,568.0,693.0,814.0,590.0,58.0,1300.0,Estimation directe
1987,B3000,2020,Agglomération de Nîmes,Ensemble,Après 2005,Ensemble 4P+,6.5,7.5,9.0,10.1,10.6,8.5,684.0,783.0,847.0,863.0,977.0,837.0,98.0,105.0,Estimation directe
1988,B3000,2020,Agglomération de Nîmes,Ensemble,Après 2005,Ensemble 1P,8.8,10.6,13.2,15.0,15.0,12.2,315.0,350.0,380.0,405.0,410.0,377.0,31.0,111.0,Estimation directe
1989,B3000,2020,Agglomération de Nîmes,Ensemble,Après 2005,Ensemble 2P,9.8,10.8,11.6,12.2,13.3,11.5,426.0,470.0,520.0,547.0,600.0,506.0,44.0,627.0,Estimation directe
1990,B3000,2020,Agglomération de Nîmes,Ensemble,Après 2005,Ensemble 3P,7.5,9.4,10.1,10.9,11.8,9.8,529.0,606.0,651.0,714.0,750.0,651.0,67.0,457.0,Estimation directe
1991,B3000,2020,Agglomération de Nîmes,,Après 2005,,8.9,9.9,10.9,12.0,13.3,10.6,439.0,505.0,600.0,700.0,820.0,606.0,57.0,369.0,Estimation directe
1992,B3000,2020,Agglomération de Nîmes,,Après 2005,,7.5,9.4,10.6,11.9,13.2,9.9,403.0,453.0,555.0,690.0,811.0,582.0,59.0,931.0,Estimation directe
1993,B3000,2020,Agglomération de Nîmes,Maison,,,7.3,8.6,9.6,10.8,12.8,9.3,500.0,650.0,817.0,916.0,1018.0,793.0,85.0,335.0,Estimation directe
1994,B3000,2020,Agglomération de Nîmes,Maison,,Maison 1-3P,7.3,8.8,9.9,12.8,14.3,9.9,405.0,500.0,650.0,750.0,800.0,626.0,63.0,116.0,Estimation directe
1995,B3000,2020,Agglomération de Nîmes,Maison,,Maison 4P+,7.2,8.6,9.5,10.2,11.0,9.1,606.0,831.0,880.0,950.0,1113.0,903.0,100.0,219.0,Estimation directe
1996,B3000,2020,Agglomération de Nîmes,Maison,,,9.0,9.5,10.0,12.7,13.5,10.3,565.0,750.0,830.0,867.0,1075.0,824.0,80.0,75.0,Estimation directe
1997,B3000,2020,Agglomération de Nîmes,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,34.0,Estimation directe
1998,B3000,2020,Agglomération de Nîmes,Maison,,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,Estimation directe
1999,B3000,2020,Agglomération de Nîmes,Maison,,,6.5,8.4,9.5,10.6,11.6,9.1,500.0,606.0,814.0,920.0,1010.0,784.0,87.0,260.0,Estimation directe
2000,B3000,2020,Agglomération de Nîmes,Maison,,Maison 1-3P,6.4,7.6,9.5,11.6,15.0,9.4,405.0,493.0,635.0,700.0,799.0,601.0,64.0,82.0,Estimation directe
2001,B3000,2020,Agglomération de Nîmes,Maison,,Maison 4P+,6.5,8.4,9.4,10.2,11.0,8.9,600.0,814.0,901.0,950.0,1100.0,893.0,100.0,178.0,Estimation directe
2002,B3000,2020,Agglomération de Nîmes,Maison,Avant 1946,,7.3,7.6,9.3,10.7,13.3,9.0,513.0,613.0,800.0,850.0,957.0,757.0,84.0,101.0,Estimation directe
2003,B3000,2020,Agglomération de Nîmes,Maison,Avant 1946,Maison 1-3P,7.3,8.3,9.8,13.3,13.7,10.1,500.0,513.0,650.0,800.0,807.0,655.0,65.0,58.0,Estimation directe
2004,B3000,2020,Agglomération de Nîmes,Maison,Avant 1946,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,Estimation directe
2005,B3000,2020,Agglomération de Nîmes,Maison,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,Estimation directe
2006,B3000,2020,Agglomération de Nîmes,Maison,Avant 1946,,7.2,7.6,8.9,9.8,11.3,8.4,513.0,600.0,707.0,880.0,1089.0,759.0,91.0,74.0,Estimation directe
2007,B3000,2020,Agglomération de Nîmes,Maison,Entre 1946-1970,,5.7,6.4,9.3,11.6,11.6,8.7,400.0,450.0,500.0,900.0,1017.0,672.0,78.0,51.0,Estimation directe
2008,B3000,2020,Agglomération de Nîmes,Maison,Entre 1946-1970,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,13.0,Estimation directe
2009,B3000,2020,Agglomération de Nîmes,Maison,Entre 1946-1970,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,Estimation directe
2010,B3000,2020,Agglomération de Nîmes,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,8.0,Estimation directe
2011,B3000,2020,Agglomération de Nîmes,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,Estimation directe
2012,B3000,2020,Agglomération de Nîmes,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,48.0,Estimation directe
2013,B3000,2020,Agglomération de Nîmes,Maison,Entre 1971-1990,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,Estimation directe
2014,B3000,2020,Agglomération de Nîmes,Maison,Entre 1971-1990,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,39.0,Estimation directe
2015,B3000,2020,Agglomération de Nîmes,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,Estimation directe
2016,B3000,2020,Agglomération de Nîmes,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,39.0,Estimation directe
2017,B3000,2020,Agglomération de Nîmes,Maison,Entre 1991-2005,,8.4,8.6,10.2,10.8,11.3,9.9,600.0,797.0,901.0,920.0,964.0,839.0,85.0,71.0,Estimation directe
2018,B3000,2020,Agglomération de Nîmes,Maison,Entre 1991-2005,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,14.0,Estimation directe
2019,B3000,2020,Agglomération de Nîmes,Maison,Entre 1991-2005,Maison 4P+,8.4,9.2,10.2,10.8,11.3,9.9,600.0,810.0,916.0,950.0,991.0,868.0,87.0,57.0,Estimation directe
2020,B3000,2020,Agglomération de Nîmes,Maison,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,10.0,Estimation directe
2021,B3000,2020,Agglomération de Nîmes,Maison,Entre 1991-2005,,8.4,8.6,10.2,10.8,11.3,9.9,600.0,712.0,897.0,920.0,950.0,834.0,85.0,61.0,Estimation directe
2022,B3000,2020,Agglomération de Nîmes,Maison,Après 2005,,6.5,9.1,9.9,11.0,15.0,9.3,405.0,700.0,783.0,847.0,907.0,754.0,81.0,64.0,Estimation directe
2023,B3000,2020,Agglomération de Nîmes,Maison,Après 2005,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,22.0,Estimation directe
2024,B3000,2020,Agglomération de Nîmes,Maison,Après 2005,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,42.0,Estimation directe
2025,B3000,2020,Agglomération de Nîmes,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,21.0,Estimation directe
2026,B3000,2020,Agglomération de Nîmes,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,Estimation directe
2027,B3000,2020,Agglomération de Nîmes,Appartement,,,7.2,8.6,10.0,11.3,12.9,9.4,350.0,414.0,506.0,610.0,700.0,523.0,56.0,6004.0,Estimation directe
2028,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 1P,9.2,10.8,12.6,14.8,17.0,12.3,281.0,315.0,350.0,380.0,414.0,349.0,28.0,890.0,Estimation directe
2029,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 2P,8.5,9.7,10.9,11.8,12.9,10.5,371.0,409.0,460.0,518.0,550.0,463.0,44.0,2511.0,Estimation directe
2030,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 3P,7.2,8.3,9.4,10.3,11.2,9.1,460.0,519.0,600.0,650.0,700.0,585.0,64.0,1869.0,Estimation directe
2031,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 4P+,5.8,6.8,7.8,9.0,9.9,7.8,497.0,566.0,690.0,780.0,900.0,694.0,89.0,734.0,Estimation directe
2032,B3000,2020,Agglomération de Nîmes,Appartement,,,7.5,8.9,10.2,11.8,13.4,9.7,355.0,420.0,510.0,610.0,700.0,523.0,54.0,1644.0,Estimation directe
2033,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 1P,9.4,11.8,13.0,15.4,17.0,12.6,300.0,320.0,355.0,380.0,414.0,351.0,28.0,282.0,Estimation directe
2034,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 2P,8.7,9.8,10.9,11.9,13.3,10.6,380.0,420.0,470.0,520.0,550.0,470.0,44.0,712.0,Estimation directe
2035,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 3P,7.2,8.3,9.3,10.4,11.6,9.2,480.0,520.0,600.0,650.0,700.0,593.0,65.0,497.0,Estimation directe
2036,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 4P+,6.8,7.4,8.4,9.1,10.2,8.2,530.0,613.0,754.0,870.0,920.0,749.0,91.0,153.0,Estimation directe
2037,B3000,2020,Agglomération de Nîmes,Appartement,,,6.9,8.4,9.8,11.2,12.7,9.3,350.0,411.0,505.0,610.0,703.0,524.0,57.0,4360.0,Estimation directe
2038,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 1P,8.9,10.6,12.4,14.0,17.2,12.2,274.0,310.0,350.0,383.0,414.0,348.0,29.0,608.0,Estimation directe
2039,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 2P,8.5,9.6,10.8,11.7,12.7,10.5,368.0,401.0,455.0,511.0,553.0,459.0,44.0,1799.0,Estimation directe
2040,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 3P,7.2,8.3,9.5,10.2,10.9,9.1,450.0,514.0,596.0,650.0,700.0,581.0,64.0,1372.0,Estimation directe
2041,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 4P+,5.6,6.7,7.8,9.0,9.8,7.6,480.0,560.0,670.0,741.0,900.0,679.0,89.0,581.0,Estimation directe
2042,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,,7.3,8.5,9.8,11.1,12.7,9.2,337.0,395.0,463.0,599.0,690.0,497.0,54.0,2258.0,Estimation directe
2043,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,Appart 1P,9.0,10.0,12.0,13.8,15.8,11.5,266.0,300.0,343.0,370.0,425.0,339.0,29.0,380.0,Estimation directe
2044,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,Appart 2P,8.1,9.3,10.4,11.3,12.9,10.1,353.0,391.0,425.0,480.0,540.0,437.0,43.0,965.0,Estimation directe
2045,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,Appart 3P,7.3,8.3,9.2,10.2,11.0,9.0,435.0,500.0,575.0,627.0,680.0,565.0,63.0,658.0,Estimation directe
2046,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,Appart 4P+,5.6,6.8,7.7,9.1,9.5,7.6,530.0,610.0,700.0,780.0,950.0,714.0,94.0,255.0,Estimation directe
2047,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,,7.3,8.5,10.0,11.1,12.9,9.4,350.0,400.0,460.0,570.0,650.0,492.0,52.0,656.0,Estimation directe
2048,B3000,2020,Agglomération de Nîmes,Appartement,Avant 1946,,7.2,8.5,9.8,11.1,12.6,9.2,336.0,390.0,465.0,600.0,700.0,500.0,55.0,1602.0,Estimation directe
2049,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,,6.6,7.9,9.1,10.5,12.0,8.8,380.0,460.0,526.0,610.0,685.0,540.0,61.0,877.0,Estimation directe
2050,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,Appart 1P,10.1,11.7,16.0,17.6,18.8,13.8,335.0,335.0,365.0,395.0,414.0,371.0,27.0,68.0,Estimation directe
2051,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,Appart 2P,8.2,9.3,10.6,11.8,15.0,10.4,363.0,410.0,462.0,500.0,545.0,459.0,44.0,205.0,Estimation directe
2052,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,Appart 3P,7.2,8.4,9.2,10.0,10.7,9.0,468.0,501.0,540.0,610.0,650.0,554.0,62.0,375.0,Estimation directe
2053,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,Appart 4P+,5.9,6.6,7.7,8.8,9.6,7.6,475.0,530.0,600.0,685.0,910.0,628.0,83.0,229.0,Estimation directe
2054,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,,7.3,8.5,9.1,10.6,12.0,9.2,385.0,480.0,520.0,610.0,685.0,544.0,59.0,207.0,Estimation directe
2055,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1946-1970,,6.4,7.6,9.1,10.4,12.2,8.7,375.0,460.0,527.0,611.0,685.0,538.0,62.0,670.0,Estimation directe
2056,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,,6.9,8.3,9.9,11.5,13.9,9.3,336.0,400.0,480.0,600.0,708.0,510.0,55.0,845.0,Estimation directe
2057,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,Appart 1P,10.9,12.2,13.7,15.4,16.8,13.3,297.0,315.0,338.0,380.0,410.0,348.0,26.0,222.0,Estimation directe
2058,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,Appart 2P,8.8,9.3,10.6,11.4,12.6,10.4,380.0,401.0,460.0,502.0,526.0,457.0,44.0,315.0,Estimation directe
2059,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,Appart 3P,6.8,7.6,8.6,9.8,10.4,8.6,465.0,520.0,610.0,654.0,720.0,599.0,69.0,183.0,Estimation directe
2060,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,Appart 4P+,5.6,6.9,7.5,8.5,9.2,7.6,450.0,518.0,683.0,810.0,900.0,679.0,90.0,125.0,Estimation directe
2061,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,,7.6,8.8,11.0,12.6,14.4,9.9,320.0,380.0,460.0,610.0,750.0,501.0,51.0,212.0,Estimation directe
2062,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1971-1990,,6.9,7.9,9.6,10.9,13.2,9.0,349.0,410.0,485.0,600.0,701.0,515.0,57.0,633.0,Estimation directe
2063,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,,7.8,9.4,10.6,11.9,12.7,10.0,359.0,450.0,530.0,668.0,765.0,561.0,56.0,788.0,Estimation directe
2064,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,Appart 1P,10.9,11.9,12.3,14.5,16.9,12.7,300.0,305.0,337.0,370.0,400.0,343.0,27.0,110.0,Estimation directe
2065,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,Appart 2P,9.1,10.3,11.1,11.8,12.7,10.9,421.0,461.0,505.0,539.0,570.0,498.0,46.0,400.0,Estimation directe
2066,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,Appart 3P,6.3,9.0,9.9,10.6,12.0,9.4,461.0,580.0,636.0,690.0,757.0,627.0,66.0,216.0,Estimation directe
2067,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,Appart 4P+,7.8,7.8,8.6,10.2,10.2,8.7,701.0,740.0,761.0,870.0,954.0,825.0,95.0,62.0,Estimation directe
2068,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,,8.7,9.8,10.6,11.9,12.0,10.3,370.0,450.0,540.0,618.0,870.0,570.0,56.0,221.0,Estimation directe
2069,B3000,2020,Agglomération de Nîmes,Appartement,Entre 1991-2005,,7.8,9.2,10.6,11.9,12.7,9.9,348.0,453.0,521.0,690.0,740.0,557.0,56.0,567.0,Estimation directe
2070,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,,8.7,9.6,10.9,12.0,13.2,10.4,399.0,471.0,547.0,645.0,719.0,557.0,54.0,1236.0,Estimation directe
2071,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,Appart 1P,8.8,10.0,12.3,13.2,14.1,11.6,311.0,343.0,353.0,410.0,421.0,369.0,32.0,110.0,Estimation directe
2072,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,Appart 2P,9.8,10.8,11.6,12.2,13.3,11.5,426.0,469.0,520.0,547.0,600.0,506.0,44.0,626.0,Estimation directe
2073,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,Appart 3P,7.5,9.2,10.1,10.9,11.8,9.7,512.0,600.0,650.0,700.0,730.0,638.0,66.0,437.0,Estimation directe
2074,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,Appart 4P+,6.0,8.2,8.9,9.8,11.1,8.8,600.0,656.0,764.0,837.0,935.0,771.0,88.0,63.0,Estimation directe
2075,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,,8.8,10.1,11.2,12.2,13.3,10.7,425.0,480.0,555.0,650.0,730.0,569.0,53.0,348.0,Estimation directe
2076,B3000,2020,Agglomération de Nîmes,Appartement,Après 2005,,8.3,9.4,10.8,11.9,12.6,10.2,380.0,452.0,543.0,630.0,715.0,551.0,54.0,888.0,Estimation directe
2077,B3000,2020,Agglomération de Nîmes,,,,6.7,7.9,8.9,10.2,11.7,8.7,440.0,520.0,670.0,850.0,920.0,680.0,79.0,880.0,Estimation directe
2078,B3000,2020,Agglomération de Nîmes,Maison,,Maison 1-3P,6.5,7.9,8.7,10.5,11.4,8.6,470.0,525.0,600.0,670.0,710.0,602.0,70.0,110.0,Estimation directe
2079,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 4P+,6.4,7.7,8.5,9.9,10.5,8.4,620.0,747.0,850.0,900.0,958.0,832.0,100.0,377.0,Estimation directe
2080,B3000,2020,Agglomération de Nîmes,Maison,,Maison 4P+,7.3,7.8,8.9,10.0,10.5,8.6,680.0,790.0,865.0,915.0,967.0,858.0,99.0,268.0,Estimation directe
2081,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,37.0,Estimation directe
2082,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 2P,8.0,8.7,9.8,12.4,13.8,10.0,383.0,430.0,460.0,500.0,548.0,469.0,47.0,157.0,Estimation directe
2083,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 3P,7.1,8.0,8.9,9.9,11.3,8.9,500.0,520.0,606.0,660.0,680.0,588.0,66.0,199.0,Estimation directe
2084,B3000,2020,Agglomération de Nîmes,Appartement,,Appart 4P+,5.0,6.3,7.3,8.5,9.5,7.2,500.0,570.0,715.0,800.0,871.0,713.0,100.0,109.0,Estimation directe
2085,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,Estimation directe
2086,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 2P,8.0,8.7,10.0,12.4,13.1,10.0,383.0,440.0,482.0,520.0,570.0,481.0,48.0,172.0,Estimation directe
2087,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 3P,6.7,7.8,8.6,9.9,11.0,8.6,490.0,525.0,600.0,670.0,709.0,604.0,71.0,293.0,Estimation directe
2088,B3000,2020,Agglomération de Nîmes,,,,7.4,8.1,9.4,10.5,11.8,8.9,440.0,525.0,650.0,850.0,900.0,674.0,75.0,217.0,Estimation directe
2089,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 4P+,7.4,7.7,8.9,9.7,10.5,8.8,680.0,740.0,850.0,900.0,950.0,835.0,95.0,93.0,Estimation directe
2090,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,Estimation directe
2091,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 2P,8.2,8.7,9.4,10.6,12.1,9.6,430.0,450.0,490.0,529.0,570.0,501.0,52.0,50.0,Estimation directe
2092,B3000,2020,Agglomération de Nîmes,Ensemble,,Ensemble 3P,4.6,7.9,8.9,10.3,11.3,8.5,525.0,600.0,650.0,670.0,771.0,652.0,77.0,62.0,Estimation directe
2093,B3000,2020,Agglomération de Nîmes,,,,6.7,7.8,8.7,10.1,11.6,8.6,435.0,520.0,670.0,847.0,930.0,683.0,80.0,663.0,Estimation directe
