,Observatory,Data_year,agglomeration,Type_habitat,epoque_construction_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,methodologie_production
3389,B3500,2020,Agglomération de Vitré,Ensemble,Après 2005,Ensemble 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,47.0,Estimation directe
3390,B3500,2020,Agglomération de Vitré,,Après 2005,,6.1,6.5,7.3,8.0,9.1,7.0,485.0,530.0,622.0,743.0,790.0,621.0,88.0,71.0,Estimation directe
3391,B3500,2020,Agglomération de Vitré,,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,129.0,
3392,B3500,2020,Agglomération de Vitré,Maison,,,4.9,5.6,6.5,7.4,8.1,6.3,450.0,500.0,600.0,682.0,750.0,594.0,95.0,437.0,Estimation directe
3393,B3500,2020,Agglomération de Vitré,Maison,,Maison 1-3P,5.4,6.0,6.8,7.9,9.2,6.9,350.0,420.0,490.0,520.0,592.0,478.0,69.0,115.0,Estimation directe
3394,B3500,2020,Agglomération de Vitré,Maison,,Maison 4P+,4.8,5.4,6.2,7.2,7.9,6.1,480.0,565.0,650.0,722.0,790.0,638.0,105.0,322.0,Estimation directe
3395,B3500,2020,Agglomération de Vitré,Maison,,,4.1,5.2,6.1,7.8,8.6,5.9,390.0,450.0,560.0,640.0,720.0,553.0,94.0,131.0,Estimation directe
3396,B3500,2020,Agglomération de Vitré,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,34.0,Estimation directe
3397,B3500,2020,Agglomération de Vitré,Maison,,Maison 4P+,3.7,4.8,6.0,6.6,7.3,5.5,500.0,560.0,630.0,700.0,790.0,622.0,113.0,97.0,Estimation directe
3398,B3500,2020,Agglomération de Vitré,Maison,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,306.0,
3399,B3500,2020,Agglomération de Vitré,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,81.0,
3400,B3500,2020,Agglomération de Vitré,Maison,,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,225.0,
3401,B3500,2020,Agglomération de Vitré,Maison,Avant 1946,,4.4,5.2,5.9,6.6,8.0,5.8,377.0,420.0,500.0,560.0,630.0,500.0,86.0,154.0,Estimation directe
3402,B3500,2020,Agglomération de Vitré,Maison,Avant 1946,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,69.0,
3403,B3500,2020,Agglomération de Vitré,Maison,Avant 1946,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,85.0,
3404,B3500,2020,Agglomération de Vitré,Maison,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,46.0,Estimation directe
3405,B3500,2020,Agglomération de Vitré,Maison,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,108.0,
3406,B3500,2020,Agglomération de Vitré,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,Estimation directe
3407,B3500,2020,Agglomération de Vitré,Maison,Entre 1946-1970,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,14.0,Estimation directe
3408,B3500,2020,Agglomération de Vitré,Maison,Entre 1946-1970,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,Estimation directe
3409,B3500,2020,Agglomération de Vitré,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,14.0,Estimation directe
3410,B3500,2020,Agglomération de Vitré,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,Estimation directe
3411,B3500,2020,Agglomération de Vitré,Maison,Entre 1971-1990,,5.3,6.3,6.5,7.8,7.9,6.6,470.0,520.0,625.0,673.0,699.0,591.0,90.0,69.0,Estimation directe
3412,B3500,2020,Agglomération de Vitré,Maison,Entre 1971-1990,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,18.0,Estimation directe
3413,B3500,2020,Agglomération de Vitré,Maison,Entre 1971-1990,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,51.0,
3414,B3500,2020,Agglomération de Vitré,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,Estimation directe
3415,B3500,2020,Agglomération de Vitré,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,54.0,
3416,B3500,2020,Agglomération de Vitré,Maison,Entre 1991-2005,,5.1,5.4,5.9,6.8,8.3,6.1,460.0,580.0,650.0,720.0,730.0,641.0,106.0,88.0,Estimation directe
3417,B3500,2020,Agglomération de Vitré,Maison,Entre 1991-2005,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,Estimation directe
3418,B3500,2020,Agglomération de Vitré,Maison,Entre 1991-2005,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,76.0,
3419,B3500,2020,Agglomération de Vitré,Maison,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,Estimation directe
3420,B3500,2020,Agglomération de Vitré,Maison,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,62.0,
3421,B3500,2020,Agglomération de Vitré,Maison,Après 2005,,5.6,6.2,6.7,7.5,7.6,6.6,600.0,650.0,729.0,795.0,800.0,716.0,108.0,85.0,Estimation directe
3422,B3500,2020,Agglomération de Vitré,Maison,Après 2005,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,Estimation directe
3423,B3500,2020,Agglomération de Vitré,Maison,Après 2005,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,83.0,
3424,B3500,2020,Agglomération de Vitré,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,Estimation directe
3425,B3500,2020,Agglomération de Vitré,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,55.0,
3426,B3500,2020,Agglomération de Vitré,Appartement,,,6.0,7.0,8.0,9.3,10.4,7.8,328.0,360.0,437.0,500.0,560.0,439.0,56.0,700.0,Estimation directe
3427,B3500,2020,Agglomération de Vitré,Appartement,,Appart 1P,9.3,10.3,11.1,11.4,12.1,10.7,250.0,285.0,320.0,331.0,410.0,321.0,30.0,93.0,Estimation directe
3428,B3500,2020,Agglomération de Vitré,Appartement,,Appart 2P,6.7,7.6,8.8,9.7,10.6,8.6,328.0,350.0,373.0,428.0,472.0,387.0,45.0,312.0,Estimation directe
3429,B3500,2020,Agglomération de Vitré,Appartement,,Appart 3P,5.8,6.6,7.6,8.2,8.6,7.4,390.0,438.0,487.0,535.0,561.0,486.0,66.0,210.0,Estimation directe
3430,B3500,2020,Agglomération de Vitré,Appartement,,Appart 4P+,5.6,5.7,6.8,7.5,7.7,6.7,450.0,491.0,530.0,605.0,690.0,547.0,82.0,85.0,Estimation directe
3431,B3500,2020,Agglomération de Vitré,Appartement,,,5.8,7.1,7.9,9.0,10.3,7.7,330.0,398.0,465.0,520.0,560.0,456.0,59.0,233.0,Estimation directe
3432,B3500,2020,Agglomération de Vitré,Appartement,,Appart 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,33.0,Estimation directe
3433,B3500,2020,Agglomération de Vitré,Appartement,,Appart 2P,6.2,7.7,9.0,10.3,11.9,8.8,328.0,343.0,410.0,432.0,454.0,394.0,45.0,105.0,Estimation directe
3434,B3500,2020,Agglomération de Vitré,Appartement,,Appart 3P,6.0,7.4,7.9,8.2,8.6,7.6,424.0,475.0,510.0,530.0,575.0,503.0,66.0,64.0,Estimation directe
3435,B3500,2020,Agglomération de Vitré,Appartement,,Appart 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,31.0,Estimation directe
3436,B3500,2020,Agglomération de Vitré,Appartement,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,467.0,
3437,B3500,2020,Agglomération de Vitré,Appartement,,Appart 1P,9.1,10.3,11.4,11.4,12.3,10.8,262.0,320.0,320.0,331.0,410.0,327.0,30.0,60.0,Estimation directe
3438,B3500,2020,Agglomération de Vitré,Appartement,,Appart 2P,6.7,7.6,8.8,9.4,10.3,8.6,329.0,351.0,370.0,419.0,479.0,384.0,45.0,207.0,Estimation directe
3439,B3500,2020,Agglomération de Vitré,Appartement,,Appart 3P,5.8,6.5,7.5,8.0,9.2,7.2,380.0,420.0,480.0,535.0,559.0,474.0,65.0,146.0,Estimation directe
3440,B3500,2020,Agglomération de Vitré,Appartement,,Appart 4P+,5.6,6.0,7.2,7.5,8.1,6.9,450.0,500.0,570.0,638.0,690.0,577.0,84.0,54.0,Estimation directe
3441,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,,5.8,6.5,7.6,8.8,9.9,7.4,328.0,350.0,380.0,450.0,515.0,401.0,54.0,277.0,Estimation directe
3442,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,Appart 1P,10.3,10.3,10.3,11.0,12.4,10.6,243.0,275.0,330.0,360.0,410.0,323.0,31.0,56.0,Estimation directe
3443,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,Appart 2P,6.7,7.1,8.3,9.1,9.7,8.1,308.0,343.0,360.0,380.0,440.0,369.0,46.0,118.0,Estimation directe
3444,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,Appart 3P,5.5,5.8,6.5,7.5,8.3,6.6,380.0,390.0,430.0,480.0,510.0,439.0,66.0,74.0,Estimation directe
3445,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,Appart 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,29.0,Estimation directe
3446,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,,5.5,6.0,7.5,8.8,10.3,7.2,328.0,345.0,424.0,480.0,491.0,418.0,58.0,104.0,Estimation directe
3447,B3500,2020,Agglomération de Vitré,Appartement,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,173.0,
3448,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,Estimation directe
3449,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,Appart 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1.0,Estimation directe
3450,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,Appart 2P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,11.0,Estimation directe
3451,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,Appart 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,11.0,Estimation directe
3452,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,Appart 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,Estimation directe
3453,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,11.0,Estimation directe
3454,B3500,2020,Agglomération de Vitré,Appartement,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,Estimation directe
3455,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,,6.3,7.8,9.3,10.3,11.9,8.6,344.0,370.0,410.0,479.0,510.0,420.0,49.0,93.0,Estimation directe
3456,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,Appart 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,19.0,Estimation directe
3457,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,Appart 2P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,Estimation directe
3458,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,Appart 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,28.0,Estimation directe
3459,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,Appart 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,8.0,Estimation directe
3460,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,Estimation directe
3461,B3500,2020,Agglomération de Vitré,Appartement,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,63.0,
3462,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,,6.9,7.5,8.2,9.7,11.4,8.3,320.0,409.0,475.0,520.0,600.0,468.0,57.0,177.0,Estimation directe
3463,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,Appart 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,10.0,Estimation directe
3464,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,Appart 2P,7.5,8.5,9.4,10.4,11.1,9.3,345.0,375.0,436.0,460.0,480.0,418.0,45.0,91.0,Estimation directe
3465,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,Appart 3P,7.4,7.5,8.0,8.2,8.6,8.0,450.0,475.0,480.0,530.0,600.0,507.0,64.0,52.0,Estimation directe
3466,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,Appart 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,24.0,Estimation directe
3467,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,47.0,Estimation directe
3468,B3500,2020,Agglomération de Vitré,Appartement,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,130.0,
3469,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,,7.0,7.6,7.8,9.2,10.0,8.0,380.0,450.0,495.0,559.0,604.0,502.0,63.0,115.0,Estimation directe
3470,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,Appart 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,7.0,Estimation directe
3471,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,Appart 2P,7.9,8.5,9.4,10.8,11.4,9.5,361.0,371.0,430.0,458.0,488.0,421.0,45.0,54.0,Estimation directe
3472,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,Appart 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,45.0,Estimation directe
3473,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,Appart 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,Estimation directe
3474,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,Estimation directe
3475,B3500,2020,Agglomération de Vitré,Appartement,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,74.0,
3476,B3500,2020,Agglomération de Saint-Malo,,,,6.3,7.8,9.3,11.1,12.9,8.8,380.0,455.0,580.0,700.0,800.0,593.0,68.0,1047.0,Estimation directe
3477,B3500,2020,Agglomération de Saint-Malo,Maison,,Maison 1-3P,6.0,6.7,8.7,11.2,12.8,8.7,305.0,400.0,530.0,613.0,730.0,529.0,61.0,67.0,Estimation directe
3478,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 4P+,5.5,6.8,7.8,8.8,9.7,7.6,600.0,660.0,739.0,803.0,984.0,763.0,100.0,243.0,Estimation directe
3479,B3500,2020,Agglomération de Saint-Malo,Maison,,Maison 4P+,5.4,6.8,7.6,8.6,9.3,7.4,600.0,663.0,750.0,828.0,984.0,765.0,103.0,183.0,Estimation directe
3480,B3500,2020,Agglomération de Saint-Malo,Appartement,,Appart 1P,10.5,11.3,13.1,15.6,18.4,13.1,276.0,300.0,350.0,397.0,428.0,353.0,27.0,93.0,Estimation directe
3481,B3500,2020,Agglomération de Saint-Malo,Appartement,,Appart 2P,9.0,9.9,11.1,12.4,14.1,11.0,378.0,413.0,455.0,490.0,547.0,453.0,41.0,353.0,Estimation directe
3482,B3500,2020,Agglomération de Saint-Malo,Appartement,,Appart 3P,7.3,8.1,9.4,10.5,11.3,9.2,459.0,535.0,604.0,655.0,740.0,598.0,65.0,291.0,Estimation directe
3483,B3500,2020,Agglomération de Saint-Malo,Appartement,,Appart 4P+,6.1,7.5,8.3,9.6,10.7,8.4,596.0,652.0,707.0,760.0,1000.0,757.0,90.0,60.0,Estimation directe
3484,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 1P,10.5,11.4,12.8,15.6,18.4,13.1,280.0,305.0,358.0,388.0,428.0,354.0,27.0,95.0,Estimation directe
3485,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 2P,8.7,9.7,11.0,12.4,14.0,10.8,352.0,405.0,450.0,490.0,550.0,448.0,41.0,366.0,Estimation directe
3486,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 3P,6.6,7.9,9.4,10.6,11.8,9.1,451.0,507.0,600.0,655.0,750.0,594.0,65.0,343.0,Estimation directe
3487,B3500,2020,Agglomération de Saint-Malo,,,,7.5,8.5,10.0,11.6,13.1,9.4,380.0,450.0,550.0,675.0,828.0,582.0,62.0,393.0,Estimation directe
3488,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 4P+,6.6,7.5,8.3,9.2,9.8,8.1,650.0,690.0,800.0,880.0,1020.0,819.0,102.0,82.0,Estimation directe
3489,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,31.0,Estimation directe
3490,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 2P,9.3,10.4,11.4,12.2,13.6,11.2,365.0,420.0,455.0,500.0,550.0,458.0,41.0,153.0,Estimation directe
3491,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 3P,7.7,8.1,9.6,10.5,11.1,9.4,483.0,535.0,600.0,655.0,690.0,596.0,63.0,127.0,Estimation directe
3492,B3500,2020,Agglomération de Saint-Malo,,,,6.1,7.5,9.0,10.8,12.8,8.5,380.0,461.0,600.0,709.0,800.0,598.0,70.0,654.0,Estimation directe
3493,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,161.0,
3494,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,64.0,
3495,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 2P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,213.0,
3496,B3500,2020,Agglomération de Saint-Malo,Ensemble,,Ensemble 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,216.0,
3497,B3500,2020,Agglomération de Saint-Malo,,Avant 1946,,6.1,7.5,9.6,11.9,14.1,8.9,350.0,407.0,516.0,680.0,750.0,546.0,61.0,211.0,Estimation directe
3498,B3500,2020,Agglomération de Saint-Malo,Ensemble,Avant 1946,Ensemble 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,44.0,Estimation directe
3499,B3500,2020,Agglomération de Saint-Malo,Ensemble,Avant 1946,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,Estimation directe
3500,B3500,2020,Agglomération de Saint-Malo,Ensemble,Avant 1946,Ensemble 2P,6.7,9.2,11.0,13.6,19.0,10.9,305.0,375.0,416.0,475.0,507.0,418.0,38.0,68.0,Estimation directe
3501,B3500,2020,Agglomération de Saint-Malo,Ensemble,Avant 1946,Ensemble 3P,6.9,7.8,10.1,11.8,12.4,9.7,450.0,495.0,600.0,680.0,800.0,611.0,63.0,73.0,Estimation directe
3502,B3500,2020,Agglomération de Saint-Malo,,Avant 1946,,6.7,7.8,9.8,12.2,15.2,9.4,350.0,400.0,500.0,650.0,700.0,529.0,56.0,71.0,Estimation directe
3503,B3500,2020,Agglomération de Saint-Malo,,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,140.0,
3504,B3500,2020,Agglomération de Saint-Malo,,Entre 1946-1970,,5.7,7.9,8.9,10.3,13.1,8.6,350.0,420.0,550.0,652.0,801.0,562.0,66.0,102.0,Estimation directe
3505,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1946-1970,Ensemble 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,23.0,Estimation directe
3506,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1946-1970,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,13.0,Estimation directe
3507,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1946-1970,Ensemble 2P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,Estimation directe
3508,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1946-1970,Ensemble 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,36.0,Estimation directe
3509,B3500,2020,Agglomération de Saint-Malo,,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,33.0,Estimation directe
3510,B3500,2020,Agglomération de Saint-Malo,,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,69.0,
3511,B3500,2020,Agglomération de Saint-Malo,,Entre 1971-1990,,6.8,8.1,9.4,11.2,13.2,9.2,343.0,430.0,541.0,700.0,850.0,593.0,64.0,128.0,Estimation directe
3512,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1971-1990,Ensemble 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,Estimation directe
3513,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1971-1990,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,28.0,Estimation directe
3514,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1971-1990,Ensemble 2P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,44.0,Estimation directe
3515,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1971-1990,Ensemble 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,Estimation directe
3516,B3500,2020,Agglomération de Saint-Malo,,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,36.0,Estimation directe
3517,B3500,2020,Agglomération de Saint-Malo,,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,92.0,
3518,B3500,2020,Agglomération de Saint-Malo,,Entre 1991-2005,,6.4,7.7,9.3,11.9,13.6,8.6,422.0,492.0,591.0,750.0,850.0,629.0,73.0,131.0,Estimation directe
3519,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1991-2005,Ensemble 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,31.0,Estimation directe
3520,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1991-2005,Ensemble 1P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,Estimation directe
3521,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1991-2005,Ensemble 2P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,Estimation directe
3522,B3500,2020,Agglomération de Saint-Malo,Ensemble,Entre 1991-2005,Ensemble 3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,47.0,Estimation directe
3523,B3500,2020,Agglomération de Saint-Malo,,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,38.0,Estimation directe
3524,B3500,2020,Agglomération de Saint-Malo,,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,93.0,
3525,B3500,2020,Agglomération de Saint-Malo,,Après 2005,,6.8,8.0,9.3,10.6,11.6,8.6,440.0,487.0,630.0,730.0,838.0,635.0,74.0,475.0,Estimation directe
